epoch,phase,total,main,murray,press,smooth,physio,mono,spread,mae,rmse,r2
1,train,3.98801,3.69401,0.00164,0.00017,0.05445,16.39423,0.00000,0.25867,8.0125,9.6914,-0.7345
1,val,2.40341,2.19132,0.00333,0.00014,0.03960,6.32908,0.00000,0.29611,5.4883,6.4526,-0.1012
2,train,2.31334,2.07221,0.00639,0.00038,0.05882,22.49026,0.00000,0.02994,5.6992,6.8547,0.0987
2,val,1.19350,1.14318,0.01099,0.00011,0.03960,4.87978,0.00000,0.00000,4.3735,5.3667,0.2382
3,train,2.05472,1.72456,0.01241,0.00016,0.04351,31.15638,0.00000,0.03374,5.2350,6.3882,0.2480
3,val,0.70542,0.66806,0.00727,0.00008,0.03960,3.62138,0.00000,0.00000,3.5757,4.4894,0.4669
4,train,1.63117,1.50626,0.00564,0.00025,0.06739,11.61468,0.00000,0.01497,5.2085,6.6014,0.1740
4,val,0.43605,0.40767,0.00470,0.00007,0.03960,2.74973,0.00000,0.00000,3.2997,3.7310,0.6318
5,train,1.87101,1.68123,0.00424,0.00013,0.07924,17.67909,0.00000,0.02347,5.8352,6.9266,-0.0228
5,val,0.39521,0.37438,0.00389,0.00005,0.03960,1.99883,0.00000,0.00000,3.2146,3.4347,0.6880
6,train,1.25239,1.05655,0.00327,0.00001,0.06739,17.37553,0.00000,0.04203,4.7747,5.9074,0.3186
6,val,0.44012,0.42410,0.00310,0.00004,0.03960,1.52423,0.00000,0.00000,2.8798,3.2088,0.7277
7,train,1.27214,0.99159,0.00370,0.00036,0.06679,18.41757,0.00000,0.19040,3.5598,4.5880,0.5931
7,val,0.35506,0.34126,0.00451,0.00003,0.03960,1.28589,0.00000,0.00000,2.8096,3.1335,0.7403
8,train,1.27959,1.21708,0.00794,0.00012,0.06969,4.99237,0.00000,0.02192,4.6183,5.2976,0.5226
8,val,0.30425,0.29260,0.00566,0.00003,0.03960,1.05500,0.00000,0.00000,2.7131,3.0913,0.7473
9,train,0.68479,0.58238,0.00647,0.00023,0.08260,9.11661,0.00000,0.01912,3.2390,3.8676,0.7358
9,val,0.33362,0.32382,0.00479,0.00002,0.03960,0.87376,0.00000,0.00000,2.6552,3.0668,0.7512
10,train,1.16762,0.86918,0.00682,0.00013,0.05391,28.46132,0.00000,0.02462,3.9460,5.1386,0.5285
10,val,0.35614,0.34754,0.00358,0.00002,0.03960,0.75980,0.00000,0.00000,2.6531,3.0665,0.7513
11,train,1.09714,0.96974,0.00434,0.00012,0.06505,12.55859,0.00000,0.00097,3.6024,4.5490,0.6369
11,val,0.56044,0.55225,0.00457,0.00002,0.03960,0.71672,0.00000,0.00000,3.3451,3.8433,0.6093
12,train,0.60554,0.48346,0.00583,0.00001,0.05277,10.60675,0.00000,0.02933,2.9481,3.7385,0.6751
12,val,0.62302,0.61522,0.00320,0.00002,0.03960,0.69146,0.00000,0.00000,3.6188,4.3996,0.4880
13,train,0.86749,0.71600,0.00229,0.00000,0.05776,14.79654,0.00000,0.00478,3.5700,4.9728,0.5233
13,val,0.52481,0.51725,0.00228,0.00002,0.03960,0.67245,0.00000,0.00000,3.4092,4.1333,0.5481
14,train,0.94834,0.76702,0.00254,0.00012,0.07219,17.16539,0.00000,0.01596,3.2934,4.1051,0.7202
