epoch,phase,total,main,shunt,mae,rmse,r2
1,train,3.40874,3.40815,0.01953,9.1128,11.5544,-1.4122
1,val,1.40698,1.40564,0.04488,5.8829,7.4204,-0.5456
2,train,1.68241,1.68139,0.03425,6.5356,8.1156,-0.1037
2,val,0.90848,0.90712,0.04555,4.9005,5.9610,0.0026
3,train,1.35871,1.35765,0.03532,6.1957,7.2926,-0.0756
3,val,0.68142,0.68007,0.04478,4.2425,5.1614,0.2522
4,train,1.04481,1.04433,0.01589,5.5180,6.3960,0.2077
4,val,0.49834,0.49694,0.04663,3.6772,4.4120,0.4536
5,train,1.04418,1.04380,0.01243,5.1436,6.3944,0.2962
5,val,0.46214,0.46061,0.05100,3.7557,4.2477,0.4935
6,train,0.76133,0.76114,0.00649,4.1998,5.4603,0.5560
6,val,0.61857,0.61718,0.04620,4.3608,4.9169,0.3214
7,train,0.87652,0.87641,0.00361,4.6016,5.8593,0.3734
7,val,0.55295,0.55156,0.04614,4.1431,4.6482,0.3935
8,train,0.46516,0.46504,0.00398,3.4578,4.2681,0.6962
8,val,0.49504,0.49370,0.04463,3.6395,4.3977,0.4571
9,train,0.44021,0.44020,0.00029,2.8757,4.1525,0.6383
9,val,0.47778,0.47675,0.03417,3.7109,4.3215,0.4758
10,train,0.71217,0.71214,0.00078,4.5816,5.2817,0.5767
10,val,0.36660,0.36573,0.02905,3.4752,3.7850,0.5978
11,train,0.33726,0.33725,0.00039,2.8617,3.6347,0.7395
11,val,0.37845,0.37775,0.02331,3.3335,3.8467,0.5846
12,train,0.40579,0.40568,0.00345,2.9129,3.9864,0.6877
12,val,0.36532,0.36485,0.01580,3.2146,3.7805,0.5988
13,train,0.29201,0.29199,0.00076,2.6566,3.3820,0.8117
13,val,0.69630,0.69608,0.00760,4.0059,5.2218,0.2346
14,train,0.39758,0.39758,0.00025,3.1936,3.9464,0.7310
14,val,0.27359,0.27346,0.00430,2.5808,3.2729,0.6993
15,train,0.31787,0.31787,0.00016,2.7943,3.5287,0.7757
15,val,0.21877,0.21865,0.00388,2.2672,2.9266,0.7596
16,train,0.18936,0.18936,0.00007,2.0211,2.7235,0.8592
16,val,0.35278,0.35274,0.00142,2.7468,3.7172,0.6121
17,train,0.16664,0.16663,0.00022,2.1002,2.5549,0.8794
17,val,0.58017,0.58017,0.00029,3.6795,4.7672,0.3621
18,train,0.39795,0.39793,0.00090,3.2806,3.9481,0.7210
18,val,0.55265,0.55265,0.00010,3.5084,4.6528,0.3923
19,train,0.21521,0.21521,0.00007,2.1997,2.9035,0.8595
19,val,0.30343,0.30342,0.00006,2.4051,3.4476,0.6664
20,train,0.21842,0.21842,0.00003,2.2999,2.9251,0.8431
20,val,0.26043,0.26043,0.00003,2.2628,3.1940,0.7136
21,train,0.31297,0.31297,0.00004,2.6188,3.5014,0.8031
21,val,0.27783,0.27782,0.00003,2.2347,3.2989,0.6945
22,train,0.16261,0.16261,0.00007,1.8767,2.5238,0.8800
22,val,0.31961,0.31961,0.00004,2.6096,3.5383,0.6486
23,train,0.17327,0.17327,0.00007,1.8948,2.6053,0.8664
23,val,0.38213,0.38213,0.00005,2.8382,3.8690,0.5798
24,train,0.13927,0.13927,0.00009,1.8806,2.3357,0.8858
24,val,0.35089,0.35089,0.00005,2.7608,3.7075,0.6142
25,train,0.12622,0.12622,0.00004,1.6282,2.2235,0.8888
25,val,0.19495,0.19494,0.00010,1.9708,2.7634,0.7856
26,train,0.08937,0.08937,0.00012,1.5099,1.8710,0.9282
26,val,0.21250,0.21249,0.00027,2.3990,2.8851,0.7664
27,train,0.27313,0.27313,0.00017,2.4182,3.2709,0.7464
27,val,0.49284,0.49283,0.00027,3.7213,4.3938,0.4581
28,train,0.28164,0.28163,0.00019,2.2795,3.3215,0.8282
28,val,0.39288,0.39288,0.00017,3.2394,3.9230,0.5680
29,train,0.18507,0.18507,0.00001,1.9100,2.6925,0.8510
29,val,0.58296,0.58296,0.00008,3.7584,4.7787,0.3590
30,train,0.14169,0.14168,0.00018,1.7941,2.3558,0.9057
30,val,0.46439,0.46439,0.00009,3.2268,4.2651,0.4894
31,train,0.18773,0.18773,0.00001,2.1027,2.7118,0.8660
31,val,0.45686,0.45686,0.00007,3.3405,4.2304,0.4976
32,train,0.13506,0.13506,0.00001,1.7328,2.3002,0.9045
32,val,0.49781,0.49780,0.00011,3.7578,4.4159,0.4526
33,train,0.09856,0.09855,0.00006,1.3583,1.9648,0.9289
33,val,0.36516,0.36516,0.00024,3.0914,3.7821,0.5985
34,train,0.14895,0.14894,0.00022,1.8548,2.4154,0.8856
34,val,0.48061,0.48061,0.00015,3.8384,4.3389,0.4715
35,train,0.12226,0.12226,0.00022,1.6830,2.1884,0.9139
35,val,0.56727,0.56727,0.00010,3.8193,4.7139,0.3762
36,train,0.09247,0.09247,0.00002,1.3234,1.9032,0.9193
36,val,0.55325,0.55324,0.00003,4.1027,4.6553,0.3917
37,train,0.10945,0.10945,0.00002,1.6412,2.0706,0.9307
37,val,0.47065,0.47065,0.00003,3.6513,4.2937,0.4825
38,train,0.12311,0.12311,0.00002,1.6856,2.1960,0.9070
38,val,0.48327,0.48327,0.00003,3.6791,4.3509,0.4686
39,train,0.09890,0.09890,0.00003,1.4816,1.9683,0.9342
39,val,0.39105,0.39105,0.00007,3.1039,3.9139,0.5700
40,train,0.09445,0.09444,0.00002,1.4996,1.9234,0.9311
40,val,0.34559,0.34559,0.00011,3.0165,3.6793,0.6200
41,train,0.06915,0.06915,0.00005,1.2917,1.6459,0.9538
41,val,0.40124,0.40124,0.00019,3.1631,3.9645,0.5588
42,train,0.09180,0.09179,0.00006,1.4168,1.8963,0.9431
42,val,0.50769,0.50769,0.00010,3.7812,4.4595,0.4418
43,train,0.13585,0.13585,0.00002,1.7757,2.3068,0.8809
43,val,0.46011,0.46010,0.00011,3.5561,4.2454,0.4941
44,train,0.07437,0.07437,0.00001,1.4142,1.7068,0.9535
44,val,0.37153,0.37153,0.00013,3.1561,3.8149,0.5915
