epoch,phase,total,main,shunt,mae,rmse,r2
1,train,2.41026,2.41022,0.00777,7.3963,9.7167,-0.6490
1,val,1.23752,1.23731,0.04185,5.6338,6.9619,-0.3605
2,train,1.39409,1.39402,0.01446,6.3850,7.3896,-0.1609
2,val,0.80150,0.80134,0.03200,4.7073,5.6027,0.1189
3,train,1.73248,1.73232,0.03219,7.1936,8.2376,0.0506
3,val,0.58576,0.58565,0.02159,4.0055,4.7897,0.3560
4,train,1.03611,1.03609,0.00269,5.4181,6.3707,0.2451
4,val,0.49896,0.49891,0.00928,3.7891,4.4208,0.4514
5,train,0.90149,0.90144,0.00971,4.3222,5.9423,0.2672
5,val,0.42957,0.42952,0.00953,3.5082,4.1019,0.5277
6,train,0.68670,0.68667,0.00517,3.7326,5.1864,0.5058
6,val,0.36913,0.36908,0.00822,3.4311,3.8023,0.5942
7,train,0.65697,0.65695,0.00516,3.4262,5.0729,0.5856
7,val,0.35762,0.35756,0.01225,3.4428,3.7425,0.6068
8,train,0.58959,0.58958,0.00248,3.5907,4.8057,0.5884
8,val,0.38888,0.38880,0.01605,3.4114,3.9026,0.5725
9,train,0.58012,0.58011,0.00178,3.6591,4.7670,0.5144
9,val,0.40443,0.40428,0.02959,2.8757,3.9795,0.5555
10,train,0.32256,0.32254,0.00329,2.8958,3.5545,0.7905
10,val,0.41384,0.41373,0.02200,3.1722,4.0257,0.5451
11,train,0.39498,0.39497,0.00307,2.9102,3.9334,0.6891
11,val,0.66024,0.66020,0.00763,4.3804,5.0854,0.2741
12,train,0.42109,0.42108,0.00202,3.3131,4.0613,0.7168
12,val,0.29511,0.29497,0.02745,2.3844,3.3992,0.6757
13,train,0.36399,0.36399,0.00098,3.0006,3.7760,0.7258
13,val,0.31844,0.31821,0.04568,2.4422,3.5306,0.6501
14,train,0.29948,0.29947,0.00185,2.7417,3.4251,0.8030
14,val,0.63555,0.63530,0.05072,4.3469,4.9886,0.3014
15,train,0.27712,0.27712,0.00124,2.3802,3.2947,0.7983
15,val,0.65382,0.65351,0.06214,4.1883,5.0596,0.2814
16,train,0.22177,0.22177,0.00069,2.3828,2.9474,0.8620
16,val,0.34070,0.34040,0.06059,2.7538,3.6516,0.6257
17,train,0.17802,0.17802,0.00040,2.1439,2.6407,0.8476
17,val,0.24929,0.24900,0.05743,2.1407,3.1231,0.7262
18,train,0.11658,0.11658,0.00003,1.6621,2.1370,0.9072
18,val,0.72236,0.72210,0.05256,4.7421,5.3185,0.2060
19,train,0.37936,0.37935,0.00009,2.9055,3.8549,0.7496
19,val,0.46556,0.46528,0.05637,3.1987,4.2692,0.4884
20,train,0.18855,0.18855,0.00007,2.1594,2.7177,0.8545
20,val,0.39044,0.39016,0.05519,2.7274,3.9094,0.5710
21,train,0.21984,0.21984,0.00000,2.2395,2.9346,0.8155
21,val,0.31676,0.31651,0.05035,2.7702,3.5211,0.6520
22,train,0.20883,0.20883,0.00005,2.2851,2.8601,0.8395
22,val,0.21309,0.21283,0.05107,2.1927,2.8874,0.7660
23,train,0.19486,0.19486,0.00004,2.1764,2.7628,0.8532
23,val,0.26576,0.26549,0.05328,2.5068,3.2249,0.7081
24,train,0.13604,0.13604,0.00018,1.9596,2.3085,0.9093
24,val,0.48048,0.48019,0.05766,3.1074,4.3371,0.4720
25,train,0.21323,0.21323,0.00063,2.3887,2.8901,0.8467
25,val,0.51886,0.51858,0.05595,3.6482,4.5071,0.4298
26,train,0.16462,0.16462,0.00004,1.8786,2.5394,0.9067
26,val,0.23669,0.23643,0.05163,2.0584,3.0433,0.7400
27,train,0.23165,0.23165,0.00004,2.4175,3.0124,0.8397
27,val,0.24585,0.24561,0.04840,2.2604,3.1018,0.7299
28,train,0.15541,0.15541,0.00001,1.7770,2.4674,0.8822
28,val,0.35427,0.35404,0.04594,3.1899,3.7241,0.6107
29,train,0.15231,0.15231,0.00000,1.9567,2.4426,0.8800
29,val,0.26592,0.26567,0.04986,2.4858,3.2259,0.7079
30,train,0.12720,0.12720,0.00001,1.7148,2.2322,0.8814
30,val,0.24740,0.24715,0.04979,2.6759,3.1115,0.7282
31,train,0.16155,0.16155,0.00002,1.8269,2.5156,0.8984
31,val,0.19255,0.19230,0.04988,2.1196,2.7446,0.7885
32,train,0.11670,0.11670,0.00000,1.6085,2.1381,0.9188
32,val,0.27738,0.27712,0.05149,2.6103,3.2948,0.6953
33,train,0.06585,0.06585,0.00002,1.2825,1.6061,0.9511
33,val,0.24416,0.24390,0.05151,2.5783,3.0910,0.7318
34,train,0.09753,0.09753,0.00002,1.5022,1.9546,0.9368
34,val,0.29200,0.29175,0.05120,2.8616,3.3806,0.6792
35,train,0.14308,0.14308,0.00001,1.6091,2.3675,0.8998
35,val,0.28513,0.28488,0.04979,2.8570,3.3406,0.6867
36,train,0.07975,0.07975,0.00008,1.3074,1.7675,0.9514
36,val,0.24242,0.24218,0.04842,2.6428,3.0800,0.7337
37,train,0.11893,0.11893,0.00002,1.5530,2.1584,0.9137
37,val,0.13546,0.13522,0.04823,1.7522,2.3015,0.8513
38,train,0.06410,0.06410,0.00001,1.2760,1.5846,0.9523
38,val,0.18357,0.18334,0.04718,2.1125,2.6799,0.7984
39,train,0.07272,0.07272,0.00001,1.2606,1.6878,0.9418
39,val,0.42281,0.42258,0.04652,3.5533,4.0686,0.5353
40,train,0.08349,0.08349,0.00003,1.3272,1.8084,0.9313
40,val,0.21264,0.21241,0.04737,2.1687,2.8845,0.7664
41,train,0.14179,0.14179,0.00000,1.7671,2.3567,0.9012
41,val,0.33080,0.33056,0.04902,2.9121,3.5984,0.6365
42,train,0.07245,0.07245,0.00001,1.3045,1.6846,0.9499
42,val,0.21076,0.21051,0.05020,2.2792,2.8716,0.7685
43,train,0.09295,0.09295,0.00000,1.5367,1.9081,0.9324
43,val,0.15166,0.15141,0.04989,2.0125,2.4354,0.8335
44,train,0.08839,0.08839,0.00000,1.3686,1.8608,0.9360
44,val,0.28169,0.28145,0.04902,2.6413,3.3204,0.6905
45,train,0.13201,0.13201,0.00000,1.8185,2.2741,0.9084
45,val,0.13560,0.13536,0.04856,1.8641,2.3027,0.8512
46,train,0.09269,0.09269,0.00000,1.4853,1.9054,0.9273
46,val,0.40140,0.40117,0.04730,3.3002,3.9642,0.5589
47,train,0.11217,0.11217,0.00000,1.6796,2.0962,0.9158
47,val,0.18819,0.18795,0.04883,2.3393,2.7134,0.7933
48,train,0.07480,0.07480,0.00001,1.3697,1.7117,0.9433
48,val,0.26142,0.26117,0.05010,2.6084,3.1985,0.7128
49,train,0.08105,0.08105,0.00000,1.2958,1.7819,0.9365
49,val,0.17371,0.17346,0.05033,2.0895,2.6067,0.8093
50,train,0.07863,0.07863,0.00001,1.2777,1.7551,0.9260
50,val,0.33950,0.33924,0.05258,3.0608,3.6454,0.6270
51,train,0.07013,0.07013,0.00007,1.1355,1.6574,0.9537
51,val,0.18793,0.18766,0.05506,2.2246,2.7113,0.7937
52,train,0.08486,0.08486,0.00015,1.4316,1.8232,0.9405
52,val,0.17902,0.17874,0.05585,2.1688,2.6460,0.8035
53,train,0.04948,0.04948,0.00007,1.0210,1.3922,0.9684
53,val,0.21352,0.21324,0.05759,2.3676,2.8901,0.7655
54,train,0.06836,0.06836,0.00014,1.2539,1.6364,0.9540
54,val,0.17817,0.17789,0.05754,2.1149,2.6397,0.8044
55,train,0.07981,0.07980,0.00012,1.2784,1.7681,0.9482
55,val,0.25831,0.25801,0.05942,2.7632,3.1791,0.7163
56,train,0.04167,0.04166,0.00032,0.9895,1.2775,0.9698
56,val,0.18160,0.18131,0.05893,2.1706,2.6650,0.8006
57,train,0.04015,0.04015,0.00010,0.9692,1.2541,0.9752
57,val,0.24459,0.24429,0.05830,2.5238,3.0935,0.7314
58,train,0.05085,0.05085,0.00008,1.1011,1.4113,0.9675
58,val,0.17148,0.17120,0.05716,2.0604,2.5896,0.8118
59,train,0.07176,0.07176,0.00004,1.3218,1.6766,0.9441
59,val,0.19941,0.19912,0.05662,2.2917,2.7929,0.7810
60,train,0.05935,0.05935,0.00007,1.2034,1.5247,0.9590
60,val,0.31684,0.31656,0.05523,2.9428,3.5214,0.6519
61,train,0.07258,0.07258,0.00003,1.3765,1.6862,0.9503
61,val,0.20102,0.20074,0.05559,2.3285,2.8042,0.7793
62,train,0.07527,0.07527,0.00032,1.3535,1.7172,0.9451
62,val,0.20556,0.20526,0.06034,2.3298,2.8356,0.7743
63,train,0.09061,0.09061,0.00013,1.4140,1.8840,0.9482
63,val,0.18643,0.18610,0.06492,2.2551,2.7000,0.7954
64,train,0.06403,0.06403,0.00056,1.1538,1.5837,0.9576
64,val,0.21388,0.21357,0.06175,2.3844,2.8924,0.7652
65,train,0.06455,0.06455,0.00062,1.1838,1.5901,0.9533
65,val,0.20031,0.19999,0.06332,2.3593,2.7989,0.7801
66,train,0.09192,0.09192,0.00055,1.3188,1.8976,0.9298
66,val,0.32144,0.32113,0.06356,2.9983,3.5467,0.6469
67,train,0.11089,0.11089,0.00082,1.5210,2.0842,0.9214
67,val,0.17693,0.17662,0.06316,2.1571,2.6303,0.8058
68,train,0.05857,0.05856,0.00087,1.2053,1.5146,0.9543
68,val,0.18296,0.18264,0.06272,2.1269,2.6748,0.7992
69,train,0.07357,0.07356,0.00080,1.2423,1.6975,0.9380
69,val,0.27898,0.27867,0.06070,2.7766,3.3040,0.6936
70,train,0.04385,0.04385,0.00023,0.9909,1.3106,0.9722
70,val,0.20062,0.20032,0.05922,2.3075,2.8013,0.7797
71,train,0.06868,0.06867,0.00043,1.2286,1.6402,0.9569
71,val,0.30760,0.30732,0.05764,2.9530,3.4696,0.6621
72,train,0.04553,0.04553,0.00007,0.9674,1.3354,0.9678
72,val,0.23762,0.23734,0.05784,2.5739,3.0491,0.7390
73,train,0.04525,0.04525,0.00015,0.9779,1.3313,0.9638
73,val,0.25131,0.25103,0.05785,2.6016,3.1358,0.7240
74,train,0.02271,0.02271,0.00004,0.7240,0.9432,0.9831
74,val,0.24750,0.24721,0.05740,2.5392,3.1119,0.7282
75,train,0.05264,0.05264,0.00003,1.0626,1.4360,0.9643
75,val,0.19010,0.18982,0.05732,2.1932,2.7268,0.7913
76,train,0.04980,0.04980,0.00006,1.0516,1.3967,0.9613
76,val,0.24202,0.24174,0.05624,2.5641,3.0772,0.7342
77,train,0.09425,0.09425,0.00002,1.3995,1.9214,0.9349
77,val,0.19227,0.19199,0.05604,2.2347,2.7424,0.7889
