epoch,phase,total,main,shunt,mae,rmse,r2
1,train,4.00462,4.00354,0.03587,10.5527,12.5231,-1.6240
1,val,1.44221,1.44056,0.05503,6.1236,7.5120,-0.5018
2,train,1.42771,1.42766,0.00178,5.9709,7.4783,-0.1144
2,val,0.94093,0.93923,0.05668,5.0410,6.0656,0.0208
3,train,1.55924,1.55838,0.02876,6.7787,7.8131,0.0570
3,val,0.78670,0.78502,0.05572,4.5238,5.5454,0.1816
4,train,1.11976,1.11945,0.01048,5.7743,6.6220,0.0314
4,val,0.69991,0.69856,0.04494,4.2028,5.2311,0.2717
5,train,0.81114,0.81114,0.00023,4.5640,5.6368,0.4424
5,val,0.69585,0.69484,0.03355,3.9912,5.2171,0.2756
6,train,0.65027,0.65021,0.00185,4.1559,5.0468,0.5047
6,val,0.80421,0.80356,0.02173,4.6202,5.6105,0.1623
7,train,0.71800,0.71798,0.00071,3.9279,5.3033,0.4355
7,val,0.77898,0.77831,0.02238,4.4154,5.5216,0.1886
8,train,0.43402,0.43399,0.00109,3.3130,4.1231,0.6838
8,val,0.77041,0.76945,0.03180,4.5765,5.4901,0.1978
9,train,0.53758,0.53756,0.00058,3.9074,4.5888,0.6395
9,val,0.70281,0.70175,0.03530,4.3641,5.2430,0.2684
10,train,0.43886,0.43880,0.00209,3.2445,4.1459,0.7119
10,val,0.91551,0.91450,0.03372,5.0298,5.9852,0.0466
11,train,0.38520,0.38501,0.00639,2.8676,3.8835,0.7212
11,val,1.28670,1.28560,0.03668,5.8782,7.0965,-0.3403
12,train,0.36582,0.36557,0.00838,2.7187,3.7842,0.7071
12,val,0.70334,0.70197,0.04584,4.3762,5.2438,0.2682
13,train,0.37118,0.37087,0.01022,3.0875,3.8115,0.6949
13,val,0.64014,0.63895,0.03968,4.2026,5.0029,0.3339
14,train,0.17727,0.17722,0.00178,2.0575,2.6348,0.8489
14,val,0.80919,0.80830,0.02978,4.5964,5.6270,0.1573
15,train,0.38471,0.38457,0.00476,2.9085,3.8813,0.7362
15,val,0.89604,0.89530,0.02476,4.8101,5.9221,0.0666
16,train,0.19076,0.19064,0.00399,2.0218,2.7327,0.8669
16,val,1.17766,1.17706,0.01999,5.7398,6.7903,-0.2271
17,train,0.36972,0.36960,0.00413,2.7988,3.8050,0.7505
17,val,0.85387,0.85328,0.01986,4.6559,5.7814,0.1104
18,train,0.12176,0.12173,0.00088,1.6113,2.1837,0.9101
18,val,0.79462,0.79412,0.01674,4.5637,5.5774,0.1721
19,train,0.10799,0.10789,0.00326,1.6586,2.0558,0.9208
19,val,0.74939,0.74882,0.01908,4.3493,5.4160,0.2193
20,train,0.13748,0.13746,0.00091,1.6501,2.3204,0.9105
20,val,1.08339,1.08292,0.01577,5.2116,6.5131,-0.1290
21,train,0.16150,0.16145,0.00166,1.8862,2.5148,0.8912
21,val,1.06819,1.06776,0.01438,5.2034,6.4674,-0.1132
22,train,0.20662,0.20660,0.00056,2.0880,2.8448,0.8368
22,val,0.76960,0.76924,0.01198,4.4891,5.4893,0.1981
23,train,0.22257,0.22255,0.00062,2.3261,2.9526,0.8238
23,val,0.67324,0.67292,0.01087,4.2773,5.1342,0.2985
24,train,0.13473,0.13472,0.00017,1.7733,2.2973,0.9029
24,val,0.96298,0.96266,0.01081,4.8995,6.1408,-0.0036
25,train,0.10819,0.10818,0.00042,1.5149,2.0585,0.9346
25,val,0.87614,0.87580,0.01128,4.7591,5.8572,0.0870
26,train,0.14729,0.14728,0.00039,1.9029,2.4019,0.8733
26,val,0.77978,0.77951,0.00897,4.3399,5.5259,0.1873
