epoch,phase,total,main,shunt,mae,rmse,r2
1,train,4.05709,4.04581,0.37620,10.4634,12.5890,-2.0642
1,val,2.13385,2.12021,0.45452,7.7396,9.1134,-1.1093
2,train,2.38586,2.37688,0.29932,7.8275,9.6492,-0.4205
2,val,1.22516,1.21098,0.47254,5.6581,6.8874,-0.2048
3,train,1.58552,1.57287,0.42143,6.7496,7.8494,-0.2147
3,val,1.07133,1.05681,0.48406,5.3762,6.4341,-0.0514
4,train,1.63827,1.62685,0.38068,7.1757,7.9829,-0.2543
4,val,1.07220,1.05806,0.47134,5.3354,6.4379,-0.0526
5,train,1.29210,1.28007,0.40093,6.1984,7.0812,-0.0324
5,val,0.98208,0.96991,0.40569,5.1394,6.1639,0.0351
6,train,1.45833,1.44984,0.28291,6.7754,7.5361,-0.0520
6,val,0.93819,0.92909,0.30361,5.0532,6.0328,0.0757
7,train,1.01265,1.00631,0.21115,5.6822,6.2785,0.2293
7,val,0.79967,0.79292,0.22505,4.9733,5.5732,0.2111
8,train,0.92576,0.91876,0.23328,5.0609,5.9991,0.2932
8,val,0.49378,0.48775,0.20103,3.8673,4.3711,0.5147
9,train,0.68351,0.67800,0.18395,4.3426,5.1535,0.6063
9,val,0.53848,0.53269,0.19289,3.6071,4.5680,0.4700
10,train,0.68910,0.67965,0.31512,4.3227,5.1598,0.5286
10,val,0.80600,0.79999,0.20032,4.5461,5.5980,0.2041
11,train,0.40138,0.39593,0.18151,3.1849,3.9382,0.6836
11,val,0.69635,0.68961,0.22462,4.2593,5.1974,0.3139
12,train,0.27222,0.26764,0.15255,2.5806,3.2379,0.7729
12,val,0.63138,0.62395,0.24781,3.9195,4.9438,0.3793
13,train,0.32707,0.31981,0.24186,2.6180,3.5395,0.7698
13,val,0.66705,0.65948,0.25234,3.9539,5.0827,0.3439
14,train,0.33676,0.33039,0.21230,2.8759,3.5975,0.7648
14,val,0.62308,0.61550,0.25278,3.8212,4.9102,0.3877
15,train,0.37743,0.37156,0.19577,2.8076,3.8151,0.7460
15,val,0.57849,0.57136,0.23746,3.8670,4.7309,0.4316
16,train,0.23478,0.23011,0.15541,2.4421,3.0023,0.8259
16,val,0.61325,0.60665,0.21995,3.9616,4.8748,0.3965
17,train,0.25091,0.24384,0.23596,2.4477,3.0906,0.8092
17,val,0.64168,0.63561,0.20229,3.9318,4.9898,0.3676
18,train,0.34352,0.33968,0.12793,2.7480,3.6477,0.7595
18,val,0.69574,0.68976,0.19942,4.2817,5.1980,0.3138
19,train,0.25798,0.25258,0.18002,2.3049,3.1455,0.8525
19,val,0.80481,0.79908,0.19071,4.5748,5.5948,0.2050
20,train,0.34245,0.33895,0.11665,2.8115,3.6438,0.7207
20,val,0.49488,0.48887,0.20015,3.6310,4.3761,0.5136
21,train,0.12828,0.12208,0.20685,1.7756,2.1868,0.9289
21,val,0.69814,0.69208,0.20181,4.2415,5.2068,0.3115
22,train,0.21719,0.21297,0.14048,2.1873,2.8884,0.8021
22,val,0.54150,0.53437,0.23765,3.8084,4.5752,0.4684
23,train,0.18864,0.18416,0.14935,2.1905,2.6859,0.8342
23,val,0.55620,0.54845,0.25830,3.8556,4.6351,0.4544
24,train,0.15616,0.15166,0.14976,2.0700,2.4374,0.8840
