epoch,phase,total,main,shunt,mae,rmse,r2
1,train,3.66614,3.66596,0.03735,10.0358,11.9835,-1.7111
1,val,1.41305,1.41305,0.00001,6.1342,7.4399,-0.1993
2,train,1.44019,1.43989,0.05987,6.1999,7.5102,-0.0330
2,val,1.01137,1.01137,0.00001,5.3225,6.2942,0.1416
3,train,0.96558,0.96544,0.02853,5.1690,6.1497,0.2669
3,val,0.75964,0.75964,0.00001,4.4153,5.4550,0.3553
4,train,0.78271,0.78259,0.02441,4.6276,5.5368,0.3805
4,val,0.63779,0.63779,0.00001,3.4246,4.9983,0.4587
5,train,0.48724,0.48698,0.05144,3.3819,4.3676,0.6461
5,val,0.66134,0.66134,0.00001,3.6513,5.0898,0.4387
6,train,0.71777,0.71748,0.05829,4.3437,5.3014,0.4805
6,val,0.63581,0.63581,0.00001,3.4712,4.9906,0.4604
7,train,0.55408,0.55379,0.05800,3.8031,4.6576,0.5783
7,val,0.66031,0.66031,0.00001,3.8054,5.0859,0.4396
8,train,0.65545,0.65520,0.05167,3.9667,5.0661,0.5391
8,val,0.61668,0.61667,0.00002,3.4993,4.9149,0.4766
9,train,0.59291,0.59247,0.08766,4.0239,4.8175,0.5766
9,val,0.61454,0.61454,0.00008,3.6676,4.9064,0.4784
10,train,0.53586,0.53557,0.05906,3.6457,4.5803,0.6154
10,val,0.65533,0.65532,0.00077,3.2157,5.0666,0.4438
11,train,0.64872,0.64850,0.04426,3.6448,5.0402,0.5413
11,val,0.61534,0.61534,0.00081,3.1366,4.9096,0.4777
12,train,0.54571,0.54526,0.09028,3.4719,4.6216,0.5667
12,val,0.58852,0.58852,0.00068,3.3805,4.8014,0.5005
13,train,0.57743,0.57687,0.11290,3.4695,4.7536,0.5139
13,val,0.58546,0.58546,0.00042,3.6356,4.7889,0.5031
14,train,0.35755,0.35679,0.15155,3.1215,3.7385,0.7506
14,val,0.57640,0.57640,0.00023,3.6315,4.7517,0.5108
15,train,0.45139,0.45095,0.08889,3.0547,4.2029,0.6661
15,val,0.67301,0.67301,0.00008,3.3480,5.1345,0.4288
16,train,0.42135,0.42078,0.11575,3.1657,4.0599,0.7095
16,val,0.57405,0.57405,0.00008,3.3593,4.7420,0.5128
17,train,0.35343,0.35228,0.22829,2.8996,3.7148,0.7208
17,val,1.07032,1.07032,0.00014,5.8425,6.4751,0.0916
18,train,0.86309,0.86258,0.10162,4.6711,5.8129,0.2707
18,val,0.67121,0.67121,0.00015,3.6456,5.1277,0.4303
19,train,0.55901,0.55861,0.08109,3.8227,4.6778,0.5304
19,val,0.73900,0.73900,0.00024,3.7205,5.3804,0.3728
20,train,0.47274,0.47218,0.11185,3.2412,4.3007,0.6381
20,val,0.66417,0.66417,0.00014,3.5257,5.1007,0.4363
21,train,0.44572,0.44504,0.13466,3.0276,4.1753,0.6761
21,val,0.70519,0.70519,0.00025,3.8823,5.2558,0.4015
22,train,0.31972,0.31908,0.12790,2.5540,3.5354,0.7511
22,val,0.57350,0.57350,0.00044,3.5030,4.7397,0.5133
23,train,0.30709,0.30657,0.10284,2.7105,3.4654,0.7570
23,val,0.56058,0.56058,0.00019,3.5021,4.6860,0.5242
24,train,0.32770,0.32708,0.12374,2.7840,3.5794,0.7473
24,val,0.51037,0.51037,0.00010,3.2041,4.4713,0.5668
25,train,0.42458,0.42391,0.13301,3.0882,4.0750,0.6570
25,val,0.53146,0.53146,0.00009,3.3978,4.5627,0.5489
26,train,0.24107,0.24059,0.09529,2.3701,3.0699,0.8203
26,val,0.62527,0.62527,0.00037,3.8289,4.9491,0.4693
27,train,0.35018,0.34952,0.13120,2.6927,3.7002,0.7432
27,val,0.47017,0.47016,0.00108,3.2259,4.2915,0.6010
28,train,0.28966,0.28931,0.07005,2.5090,3.3665,0.7616
28,val,0.50160,0.50159,0.00208,3.3826,4.4327,0.5743
29,train,0.29331,0.29289,0.08402,2.6329,3.3872,0.7786
29,val,0.58835,0.58834,0.00196,3.9399,4.8007,0.5007
30,train,0.30060,0.29996,0.12785,2.7604,3.4278,0.7459
30,val,0.41677,0.41675,0.00360,2.9666,4.0404,0.6463
31,train,0.21428,0.21382,0.09298,2.3025,2.8941,0.8278
31,val,0.44359,0.44357,0.00392,3.2476,4.1684,0.6235
32,train,0.38883,0.38828,0.10984,3.0097,3.9000,0.6642
32,val,0.41936,0.41935,0.00240,2.9708,4.0530,0.6441
33,train,0.16117,0.16061,0.11132,1.9568,2.5083,0.8681
33,val,0.55972,0.55971,0.00221,3.6578,4.6824,0.5250
34,train,0.19248,0.19202,0.09323,2.0988,2.7426,0.8551
34,val,0.55397,0.55396,0.00117,3.8690,4.6583,0.5298
35,train,0.23844,0.23792,0.10353,2.2487,3.0529,0.8024
35,val,0.37344,0.37344,0.00074,2.8896,3.8247,0.6831
36,train,0.17219,0.17171,0.09459,1.9214,2.5935,0.8488
36,val,0.45253,0.45253,0.00061,3.3932,4.2103,0.6159
37,train,0.17924,0.17860,0.12867,2.0060,2.6450,0.8551
37,val,0.55427,0.55426,0.00077,3.7675,4.6596,0.5296
38,train,0.19278,0.19201,0.15559,2.1199,2.7425,0.8541
38,val,0.64252,0.64251,0.00086,4.1975,5.0168,0.4547
39,train,0.16274,0.16191,0.16710,1.8188,2.5184,0.8895
39,val,0.49119,0.49118,0.00114,3.5070,4.3864,0.5831
40,train,0.15910,0.15827,0.16589,1.9594,2.4899,0.8971
40,val,0.61640,0.61640,0.00058,4.1027,4.9138,0.4768
41,train,0.25635,0.25571,0.12689,2.2702,3.1649,0.8136
41,val,0.46426,0.46426,0.00073,3.1645,4.2645,0.6060
42,train,0.19057,0.19014,0.08616,2.1104,2.7291,0.8451
42,val,0.48066,0.48065,0.00163,3.2582,4.3392,0.5921
43,train,0.10821,0.10747,0.14848,1.6387,2.0518,0.9271
43,val,0.68595,0.68595,0.00120,4.1564,5.1836,0.4178
44,train,0.15683,0.15572,0.22207,1.8331,2.4698,0.9033
44,val,0.40690,0.40690,0.00102,2.8374,3.9924,0.6547
45,train,0.16940,0.16909,0.06195,1.9005,2.5736,0.8644
45,val,0.49973,0.49972,0.00133,3.4760,4.4244,0.5759
46,train,0.14054,0.13988,0.13272,1.7332,2.3408,0.9011
46,val,0.44054,0.44053,0.00177,3.1665,4.1541,0.6261
47,train,0.11194,0.11128,0.13115,1.5960,2.0878,0.9071
47,val,0.47235,0.47234,0.00182,3.4223,4.3015,0.5991
48,train,0.09766,0.09718,0.09584,1.4567,1.9511,0.9266
48,val,0.48405,0.48404,0.00266,3.5404,4.3544,0.5892
49,train,0.10287,0.10204,0.16564,1.5482,1.9993,0.9286
49,val,0.48605,0.48604,0.00364,3.3580,4.3634,0.5875
50,train,0.09042,0.08942,0.19877,1.2832,1.8716,0.9474
50,val,0.48571,0.48568,0.00464,3.4990,4.3618,0.5878
51,train,0.14253,0.14195,0.11571,1.7529,2.3581,0.8883
51,val,0.59167,0.59165,0.00474,3.9878,4.8142,0.4978
52,train,0.12018,0.11966,0.10418,1.7371,2.1650,0.9053
52,val,0.36539,0.36537,0.00386,2.9421,3.7832,0.6899
53,train,0.18975,0.18918,0.11254,2.1659,2.7223,0.8350
53,val,0.38235,0.38231,0.00725,3.0646,3.8699,0.6755
54,train,0.06575,0.06506,0.13916,1.2472,1.5964,0.9517
54,val,0.41788,0.41782,0.01167,3.1843,4.0456,0.6454
55,train,0.10475,0.10406,0.13738,1.5753,2.0190,0.9223
55,val,0.48145,0.48141,0.00679,3.5555,4.3426,0.5914
56,train,0.10339,0.10281,0.11727,1.5178,2.0068,0.9106
56,val,0.47479,0.47475,0.00756,3.1667,4.3124,0.5971
57,train,0.05898,0.05804,0.18779,1.2131,1.5078,0.9609
57,val,0.45706,0.45703,0.00623,3.2362,4.2312,0.6121
58,train,0.09046,0.08983,0.12469,1.5595,1.8759,0.9112
58,val,0.43678,0.43675,0.00490,3.2551,4.1362,0.6293
59,train,0.11045,0.10997,0.09568,1.6476,2.0756,0.9328
59,val,0.50654,0.50652,0.00433,3.5735,4.4544,0.5701
60,train,0.13646,0.13618,0.05569,1.8184,2.3097,0.8946
60,val,0.56335,0.56334,0.00226,3.8617,4.6976,0.5219
61,train,0.17559,0.17477,0.16531,1.9691,2.6165,0.8644
61,val,0.39748,0.39747,0.00199,3.1379,3.9459,0.6627
62,train,0.07237,0.07164,0.14621,1.3773,1.6752,0.9507
62,val,0.42899,0.42898,0.00361,3.1519,4.0993,0.6359
63,train,0.06776,0.06718,0.11770,1.2402,1.6222,0.9522
63,val,0.53090,0.53088,0.00508,3.8128,4.5602,0.5494
64,train,0.09147,0.09065,0.16419,1.4975,1.8844,0.9310
64,val,0.48070,0.48067,0.00579,3.5878,4.3392,0.5920
65,train,0.07402,0.07345,0.11477,1.3581,1.6962,0.9393
65,val,0.48856,0.48854,0.00371,3.7063,4.3746,0.5854
66,train,0.09170,0.09135,0.07019,1.3807,1.8917,0.9240
66,val,0.47670,0.47669,0.00241,3.5620,4.3212,0.5954
67,train,0.07348,0.07313,0.06984,1.3432,1.6925,0.9350
67,val,0.48073,0.48072,0.00151,3.6023,4.3395,0.5920
68,train,0.06885,0.06777,0.21650,1.3277,1.6293,0.9558
68,val,0.52074,0.52074,0.00108,3.8988,4.5165,0.5580
69,train,0.09767,0.09705,0.12533,1.4707,1.9497,0.9112
69,val,0.46909,0.46908,0.00193,3.6310,4.2866,0.6019
70,train,0.07453,0.07446,0.01573,1.2835,1.7078,0.9366
70,val,0.46093,0.46091,0.00398,3.2720,4.2491,0.6088
71,train,0.12571,0.12529,0.08546,1.6481,2.2153,0.9127
71,val,0.54364,0.54361,0.00595,3.7769,4.6146,0.5386
72,train,0.08852,0.08759,0.18767,1.3120,1.8523,0.9392
72,val,0.50194,0.50191,0.00637,3.6147,4.4341,0.5740
73,train,0.08249,0.08177,0.14374,1.3718,1.7898,0.9359
73,val,0.36465,0.36462,0.00786,2.8614,3.7793,0.6905
74,train,0.11086,0.11007,0.15664,1.6500,2.0765,0.8887
74,val,0.46240,0.46237,0.00501,3.5909,4.2558,0.6076
75,train,0.07054,0.07035,0.03817,1.3278,1.6601,0.9359
75,val,0.49248,0.49246,0.00307,3.6531,4.3921,0.5820
76,train,0.08644,0.08611,0.06712,1.4972,1.8366,0.9342
76,val,0.56316,0.56315,0.00261,3.8146,4.6968,0.5220
77,train,0.11092,0.11049,0.08649,1.4893,2.0804,0.9264
77,val,0.59250,0.59249,0.00262,4.0024,4.8176,0.4971
78,train,0.08693,0.08629,0.12811,1.3367,1.8386,0.9381
78,val,0.36178,0.36176,0.00382,3.0085,3.7644,0.6930
79,train,0.05947,0.05889,0.11688,1.1782,1.5188,0.9494
79,val,0.40376,0.40374,0.00506,3.3085,3.9768,0.6573
80,train,0.07345,0.07269,0.15202,1.2342,1.6874,0.9379
80,val,0.43626,0.43623,0.00634,3.4725,4.1338,0.6298
81,train,0.05541,0.05460,0.16143,1.0951,1.4624,0.9605
81,val,0.52132,0.52128,0.00851,3.7330,4.5188,0.5576
82,train,0.07027,0.06984,0.08506,1.2867,1.6541,0.9449
82,val,0.51248,0.51245,0.00644,3.7058,4.4804,0.5651
83,train,0.04873,0.04770,0.20604,1.0548,1.3669,0.9673
83,val,0.63668,0.63666,0.00352,4.2185,4.9939,0.4596
84,train,0.05640,0.05589,0.10303,1.1493,1.4796,0.9472
