epoch,phase,total,main,shunt,mae,rmse,r2
1,train,3.92589,3.92583,0.01284,9.9938,12.4009,-1.8217
1,val,2.32197,2.32168,0.05764,7.6972,9.5365,-1.4204
2,train,2.40989,2.40987,0.00331,7.6898,9.7160,-0.5787
2,val,1.50050,1.50025,0.05013,6.2487,7.6660,-0.5640
3,train,1.70121,1.70115,0.01298,6.6954,8.1632,-0.2456
3,val,1.01534,1.01517,0.03385,5.1306,6.3061,-0.0583
4,train,1.22619,1.22619,0.00023,6.0361,6.9305,-0.0739
4,val,0.83071,0.83064,0.01480,4.8616,5.7042,0.1340
5,train,1.25851,1.25850,0.00168,6.2043,7.0213,0.1494
5,val,0.72005,0.72003,0.00349,4.3987,5.3109,0.2494
6,train,0.93529,0.93528,0.00101,4.7643,6.0529,0.3353
6,val,0.59767,0.59767,0.00088,3.7987,4.8386,0.3769
7,train,0.91083,0.91083,0.00045,4.9440,5.9732,0.4101
7,val,0.65727,0.65727,0.00054,3.8957,5.0741,0.3148
8,train,0.84224,0.84223,0.00024,4.6929,5.7439,0.3744
8,val,0.68849,0.68849,0.00070,3.9524,5.1932,0.2822
9,train,0.75814,0.75814,0.00007,4.5447,5.4496,0.4516
9,val,0.66354,0.66352,0.00399,4.2233,5.0982,0.3083
10,train,0.46041,0.46041,0.00016,3.4996,4.2468,0.6785
10,val,0.75496,0.75491,0.00935,4.4539,5.4380,0.2130
11,train,0.33098,0.33098,0.00053,2.8534,3.6007,0.7303
11,val,0.74747,0.74737,0.02179,4.3280,5.4107,0.2209
12,train,0.34505,0.34504,0.00099,2.6841,3.6764,0.7410
12,val,0.60975,0.60963,0.02423,3.8742,4.8868,0.3645
13,train,0.18094,0.18093,0.00098,2.2301,2.6622,0.8733
13,val,0.75690,0.75681,0.01785,4.4062,5.4448,0.2110
14,train,0.16122,0.16122,0.00055,1.8772,2.5130,0.8919
14,val,0.98270,0.98265,0.01010,5.0419,6.2042,-0.0244
15,train,0.31016,0.31016,0.00015,2.4589,3.4856,0.7769
15,val,0.69055,0.69052,0.00738,4.3183,5.2009,0.2801
16,train,0.17710,0.17710,0.00011,2.0757,2.6339,0.8773
16,val,0.57534,0.57532,0.00490,3.8254,4.7473,0.4002
17,train,0.18112,0.18112,0.00017,1.9168,2.6636,0.8742
17,val,0.68685,0.68683,0.00351,4.1527,5.1870,0.2840
18,train,0.17155,0.17155,0.00042,2.1422,2.5923,0.8801
