epoch,phase,total,main,murray,press,smooth,physio,mono,spread,mae,rmse,r2
17,val,0.80995,0.70706,0.03550,0.00002,0.00629,0.00038,0.00000,0.16589,4.6379,5.2560,0.3064
18,train,0.47796,0.44226,0.03559,0.00004,0.01477,0.00032,0.00000,0.02700,2.8920,4.0628,0.7151
18,val,0.88536,0.77764,0.04006,0.00001,0.00629,0.00037,0.00000,0.17630,4.7210,5.2365,0.3115
19,train,0.58189,0.51888,0.03154,0.00004,0.01208,0.02251,0.00000,0.08347,2.7883,3.7260,0.7562
19,val,1.22609,1.04125,0.12834,0.00001,0.00629,0.00038,0.00000,0.31149,5.1869,6.1339,0.0553
20,train,0.48485,0.41366,0.05704,0.00003,0.01395,0.00041,0.00000,0.09474,2.5088,3.2524,0.8017
20,val,0.49600,0.39755,0.02936,0.00001,0.00629,0.00037,0.00000,0.15115,3.2156,3.9471,0.6088
21,train,0.58243,0.55324,0.03269,0.00003,0.01121,0.00029,0.00000,0.01386,3.3323,4.1209,0.6566
21,val,0.82019,0.67987,0.07086,0.00001,0.00629,0.00039,0.00000,0.22906,4.0223,5.0220,0.3668
22,train,0.63524,0.59309,0.05510,0.00003,0.01837,0.00040,0.00000,0.03221,2.9664,3.9944,0.7288
22,val,1.15320,1.02337,0.06896,0.00001,0.00629,0.00039,0.00000,0.21660,5.4078,6.1463,0.0515
23,train,0.33704,0.31629,0.03800,0.00004,0.01619,0.00041,0.00000,0.00000,2.3110,3.1323,0.8116
23,val,0.41120,0.38107,0.01071,0.00002,0.00629,0.00038,0.00000,0.02267,3.7383,4.4950,0.4927
24,train,0.29061,0.26132,0.02166,0.00003,0.01432,0.00036,0.00000,0.01345,2.0234,2.7298,0.8479
24,val,0.66746,0.59567,0.01989,0.00002,0.00629,0.00037,0.00000,0.10221,4.2308,5.0760,0.3531
25,train,0.29640,0.27250,0.03131,0.00004,0.01443,0.00041,0.00000,0.00098,2.2179,3.1811,0.7967
25,val,0.87662,0.79389,0.01409,0.00001,0.00629,0.00036,0.00000,0.12602,4.5234,5.5133,0.2368
26,train,0.46606,0.43942,0.01403,0.00002,0.01530,0.00532,0.00000,0.00148,2.8375,3.6707,0.7337
26,val,0.61082,0.54343,0.01339,0.00001,0.00629,0.00036,0.00000,0.09150,3.7162,4.8005,0.4214
27,train,0.38597,0.35712,0.01766,0.00002,0.01295,0.00043,0.00000,0.00782,2.2553,3.2299,0.8130
27,val,0.88779,0.73519,0.03067,0.00001,0.00629,0.00037,0.00000,0.25246,4.0200,5.1561,0.3325
28,train,0.41289,0.36653,0.02119,0.00001,0.01299,0.00044,0.00000,0.03404,2.1794,3.1439,0.8446
28,val,0.83284,0.68637,0.03748,0.00001,0.00629,0.00037,0.00000,0.23453,4.1132,5.0232,0.3665
29,train,0.45798,0.42098,0.02931,0.00003,0.01295,0.01436,0.00000,0.01327,2.5719,3.4074,0.7850
29,val,1.19140,1.01781,0.07439,0.00001,0.00629,0.00037,0.00000,0.28871,5.1954,6.3027,0.0026
30,train,0.25404,0.22269,0.02103,0.00001,0.01343,0.00942,0.00000,0.01383,2.0140,2.8988,0.8355
30,val,1.18736,1.01471,0.07347,0.00001,0.00629,0.00037,0.00000,0.28743,5.1439,6.3535,-0.0135
31,train,0.43240,0.39807,0.02356,0.00001,0.01482,0.00055,0.00000,0.00760,2.0137,2.8045,0.8551
31,val,0.46586,0.38017,0.02580,0.00001,0.00629,0.00038,0.00000,0.11462,3.4585,4.1744,0.5625
32,train,0.42340,0.38883,0.01612,0.00003,0.01265,0.00041,0.00000,0.00919,3.1359,3.8407,0.7183
32,val,0.65029,0.53692,0.02984,0.00001,0.00629,0.00038,0.00000,0.17341,3.7212,4.5602,0.4779
33,train,0.37494,0.33846,0.01928,0.00002,0.01902,0.02130,0.00000,0.01968,2.3731,3.0782,0.8059
33,val,1.09486,0.94305,0.03299,0.00001,0.00629,0.00038,0.00000,0.25383,4.8450,5.7178,0.1792
34,train,0.37732,0.32506,0.04416,0.00003,0.01387,0.00639,0.00000,0.04990,2.2467,3.2060,0.8198
34,val,0.92358,0.78283,0.02786,0.00001,0.00629,0.00039,0.00000,0.22820,4.5403,5.3826,0.2726
35,train,0.18636,0.15492,0.03452,0.00003,0.01437,0.00048,0.00000,0.00008,1.7192,2.6127,0.8779
35,val,0.66206,0.54034,0.02311,0.00001,0.00629,0.00039,0.00000,0.18592,3.8055,4.6036,0.4679
36,train,0.37055,0.34165,0.02258,0.00003,0.01666,0.00028,0.00000,0.00811,1.9196,2.8367,0.8388
36,val,0.70679,0.57967,0.02023,0.00001,0.00629,0.00039,0.00000,0.19824,3.8983,4.7433,0.4351
37,train,0.21196,0.18322,0.01484,0.00001,0.01111,0.00893,0.00000,0.00000,1.7568,2.3716,0.8834
37,val,0.95546,0.80730,0.02847,0.00001,0.00629,0.00039,0.00000,0.24140,4.5830,5.3282,0.2872
38,train,0.36852,0.32534,0.02199,0.00003,0.01950,0.00050,0.00000,0.02831,1.7652,2.4430,0.9017
38,val,1.17029,0.99541,0.03693,0.00001,0.00629,0.00038,0.00000,0.29084,4.8671,5.6436,0.2003
39,train,0.29745,0.25871,0.01952,0.00005,0.01689,0.00041,0.00000,0.01997,2.0886,2.6503,0.8800
39,val,0.97662,0.83184,0.01860,0.00001,0.00629,0.00038,0.00000,0.23495,4.5162,5.1001,0.3469
40,train,0.17882,0.14160,0.01237,0.00001,0.01812,0.00044,0.00000,0.02184,1.4867,2.1607,0.8972
40,val,0.56127,0.45756,0.01174,0.00001,0.00629,0.00039,0.00000,0.14888,3.5577,4.1614,0.5652
41,train,0.17279,0.14209,0.01437,0.00005,0.01161,0.00033,0.00000,0.00240,1.5392,2.1873,0.9194
41,val,0.52489,0.43240,0.01339,0.00001,0.00629,0.00039,0.00000,0.12886,3.5511,4.2193,0.5530
42,train,0.27569,0.24225,0.01460,0.00005,0.01937,0.01689,0.00000,0.01243,1.8819,2.6301,0.8616
42,val,0.92988,0.79238,0.01838,0.00001,0.00629,0.00039,0.00000,0.22071,4.6933,5.4637,0.2505
43,train,0.40520,0.37612,0.01747,0.00003,0.02069,0.00043,0.00000,0.00000,2.0667,2.8394,0.8763
43,val,1.29127,1.12241,0.02806,0.00001,0.00629,0.00038,0.00000,0.28165,5.4952,6.2589,0.0164
44,train,0.34047,0.30311,0.01401,0.00001,0.01369,0.02105,0.00000,0.02611,1.7212,2.5671,0.8782
44,val,0.86100,0.72130,0.00889,0.00001,0.00629,0.00039,0.00000,0.22131,4.2895,4.9674,0.3805
45,train,0.27488,0.23956,0.01698,0.00002,0.01221,0.00037,0.00000,0.00592,2.1562,2.7858,0.8783
45,val,0.47365,0.38990,0.00664,0.00001,0.00629,0.00039,0.00000,0.10801,3.2212,4.0430,0.5896
46,train,0.26694,0.23715,0.01194,0.00003,0.00939,0.01580,0.00000,0.00000,2.1108,2.8893,0.8429
46,val,0.63170,0.57250,0.01227,0.00001,0.00629,0.00039,0.00000,0.06992,3.8201,4.4638,0.4997
47,train,0.52644,0.48315,0.02201,0.00001,0.02069,0.00051,0.00000,0.03074,2.1042,2.7781,0.8790
47,val,0.50918,0.46722,0.01154,0.00001,0.00629,0.00040,0.00000,0.03472,3.5036,4.2336,0.5500
48,train,0.51398,0.44552,0.01632,0.00011,0.01512,0.00040,0.00000,0.07856,2.1561,2.8623,0.8567
48,val,0.36691,0.32351,0.02351,0.00001,0.00629,0.00040,0.00000,0.02458,2.8328,3.7861,0.6401
