epoch,phase,total,main,murray,press,smooth,physio,mono,spread,mae,rmse,r2
1,train,4.73791,4.42007,0.00289,0.00004,0.05118,18.08555,0.00000,0.27234,8.2242,10.1117,-0.7778
1,val,1.50444,1.16991,0.00706,0.00047,0.05300,21.07699,0.00000,0.24493,4.8539,5.8942,0.0862
2,train,1.92594,1.40423,0.00599,0.00008,0.05416,45.43240,0.00000,0.13236,5.4084,6.5641,0.1019
2,val,1.27145,1.04426,0.00350,0.00046,0.05300,19.00938,0.00000,0.07231,4.3908,5.9420,0.0713
3,train,1.76424,1.31299,0.00366,0.00007,0.05406,40.96855,0.00000,0.08123,4.5645,5.4765,0.4648
3,val,0.75539,0.58136,0.00374,0.00046,0.05300,17.30829,0.00000,0.00000,3.5647,4.5358,0.4589
4,train,1.83134,1.60919,0.00525,0.00013,0.06941,18.47497,0.00000,0.07230,5.2509,6.4041,0.3446
4,val,0.78797,0.61646,0.00677,0.00045,0.05300,15.81261,0.00000,0.02429,3.5399,4.3903,0.4930
5,train,1.99838,1.72837,0.00944,0.00004,0.06242,20.27575,0.00000,0.13133,4.9282,5.8480,0.2814
5,val,1.19156,0.97669,0.00942,0.00045,0.05300,14.49221,0.00000,0.13683,4.1659,5.3699,0.2415
6,train,1.33992,0.97457,0.00869,0.00008,0.07833,34.24415,0.00000,0.04243,3.6286,4.7525,0.5102
6,val,0.90627,0.75022,0.00822,0.00044,0.05300,13.20112,0.00000,0.04517,4.0833,5.3551,0.2457
7,train,1.69783,1.46975,0.00590,0.00006,0.06461,17.23584,0.00000,0.10868,4.4989,5.4583,0.4841
7,val,0.79662,0.67337,0.00563,0.00043,0.05300,11.91007,0.00000,0.00571,3.9866,5.3269,0.2536
8,train,1.50978,1.32475,0.00506,0.00004,0.06425,18.36281,0.00000,0.00000,4.8434,6.1244,0.3218
8,val,0.67786,0.56838,0.00280,0.00043,0.05300,10.79109,0.00000,0.00098,3.6873,4.6202,0.4385
9,train,0.84909,0.73642,0.00491,0.00001,0.05689,11.14932,0.00000,0.00000,4.0638,5.6653,0.3623
9,val,0.73378,0.60083,0.00404,0.00043,0.05300,9.99594,0.00000,0.06362,3.6658,4.0528,0.5680
10,train,1.07868,0.94127,0.00507,0.00006,0.04716,11.29724,0.00000,0.04646,3.7935,4.6032,0.5745
10,val,0.48523,0.36362,0.00522,0.00042,0.05300,9.36912,0.00000,0.05305,3.0950,3.2306,0.7255
11,train,1.08112,0.85630,0.00464,0.00006,0.07154,19.84985,0.00000,0.04959,3.4995,4.5591,0.6687
11,val,0.36981,0.27561,0.00386,0.00042,0.05300,8.88627,0.00000,0.00757,2.5784,3.1462,0.7396
12,train,0.90796,0.64315,0.00248,0.00003,0.05035,24.26506,0.00000,0.04162,3.6179,4.5772,0.5183
12,val,0.43735,0.35123,0.00254,0.00042,0.05300,8.45606,0.00000,0.00000,3.2825,3.9831,0.5827
13,train,0.82835,0.63587,0.00184,0.00004,0.05830,19.12103,0.00000,0.00000,3.4497,4.5764,0.5732
13,val,0.33456,0.25438,0.00191,0.00041,0.05300,7.88702,0.00000,0.00000,2.9017,3.4747,0.6824
14,train,0.84833,0.75037,0.00227,0.00003,0.06391,7.26245,0.00000,0.04786,3.5680,4.5657,0.5849
14,val,0.49300,0.41437,0.00267,0.00041,0.05300,7.40910,0.00000,0.00640,3.3320,4.0309,0.5726
15,train,0.63958,0.52806,0.00188,0.00005,0.05758,10.43393,0.00000,0.01182,2.8032,3.7266,0.7176
15,val,0.39414,0.32325,0.00200,0.00041,0.05300,6.81502,0.00000,0.00247,2.8337,3.4149,0.6933
16,train,0.58398,0.44939,0.00179,0.00002,0.04819,12.98388,0.00000,0.00634,2.7133,3.2663,0.8162
16,val,0.43260,0.32250,0.00200,0.00040,0.05300,6.35729,0.00000,0.08974,2.7673,3.1289,0.7425
17,train,0.73989,0.57487,0.00159,0.00001,0.04756,13.87552,0.00000,0.05026,3.0952,3.9502,0.5822
17,val,0.62603,0.46758,0.00111,0.00040,0.05300,5.97917,0.00000,0.19406,2.8846,3.2313,0.7254
18,train,0.88968,0.64540,0.00158,0.00002,0.05017,19.84238,0.00000,0.08786,2.7023,3.4626,0.7815
18,val,0.60721,0.48574,0.00145,0.00040,0.05300,5.74237,0.00000,0.12447,3.0479,3.5979,0.6595
19,train,0.60500,0.42482,0.00261,0.00003,0.05772,16.02821,0.00000,0.03438,2.4016,3.1877,0.8164
19,val,0.35254,0.28751,0.00497,0.00039,0.05300,5.46170,0.00000,0.01546,2.9739,3.4732,0.6827
20,train,0.82492,0.68895,0.00493,0.00004,0.06203,13.29290,0.00000,0.00000,3.5090,4.4783,0.6963
20,val,0.47946,0.41006,0.00397,0.00039,0.05300,5.21777,0.00000,0.02885,3.1071,3.8214,0.6159
21,train,0.78302,0.58068,0.00375,0.00002,0.03561,18.78028,0.00000,0.02207,3.0904,3.9042,0.7112
21,val,0.49402,0.42012,0.00216,0.00038,0.05300,4.98933,0.00000,0.04235,3.1119,3.7611,0.6279
22,train,0.72500,0.48452,0.00227,0.00003,0.05930,22.85825,0.00000,0.01595,2.9680,3.5019,0.7975
22,val,0.68144,0.55107,0.00345,0.00038,0.05300,4.73449,0.00000,0.15872,3.1846,3.6316,0.6531
23,train,0.82439,0.69576,0.00548,0.00002,0.04506,7.62722,0.00000,0.09793,3.3083,4.2528,0.6584
23,val,0.69838,0.57962,0.00969,0.00037,0.05300,4.47845,0.00000,0.13727,3.1995,3.8723,0.6056
24,train,0.42666,0.39792,0.00831,0.00001,0.06042,2.18744,0.00000,0.00545,2.6976,3.2624,0.8150
24,val,0.69561,0.60794,0.00774,0.00037,0.05300,4.22802,0.00000,0.07953,3.3829,4.1919,0.5378
25,train,0.49518,0.33124,0.01481,0.00004,0.06844,15.62588,0.00000,0.00245,2.3134,3.0648,0.8354
25,val,0.94488,0.85454,0.00421,0.00036,0.05300,3.94486,0.00000,0.09013,4.1486,4.8656,0.3773
26,train,0.50759,0.39402,0.00576,0.00002,0.07383,10.85660,0.00000,0.00000,2.3285,2.9851,0.8483
26,val,0.88597,0.73286,0.00125,0.00036,0.05300,3.73214,0.00000,0.22257,3.2004,4.0917,0.5596
27,train,0.63246,0.49318,0.00435,0.00002,0.05501,9.91519,0.00000,0.07038,2.8850,3.6204,0.7579
27,val,0.99945,0.81864,0.00173,0.00035,0.05300,3.61055,0.00000,0.28076,3.2907,4.0494,0.5687
28,train,0.38384,0.29696,0.00150,0.00002,0.05034,5.26081,0.00000,0.05947,2.1955,2.7773,0.8481
28,val,0.94781,0.80007,0.00139,0.00035,0.05300,3.54273,0.00000,0.21309,3.2969,4.3376,0.5051
29,train,0.34591,0.27086,0.00431,0.00001,0.07363,6.16071,0.00000,0.01324,2.4133,2.9844,0.8236
29,val,1.19460,1.03172,0.00102,0.00035,0.05300,3.51379,0.00000,0.24085,4.1388,5.3006,0.2610
30,train,0.45055,0.31696,0.00252,0.00002,0.07153,12.63924,0.00000,0.00000,2.3891,3.1021,0.8105
30,val,1.43626,1.25847,0.00086,0.00034,0.05300,3.48975,0.00000,0.27088,4.7879,6.0085,0.0504
31,train,0.62091,0.39877,0.00218,0.00002,0.05320,16.73515,0.00000,0.09407,2.3633,3.0380,0.7729
31,val,1.39265,1.18805,0.00085,0.00034,0.05300,3.46929,0.00000,0.32379,4.0062,5.4018,0.2325
32,train,0.45494,0.33028,0.00429,0.00002,0.05774,8.63611,0.00000,0.06283,2.5480,3.0831,0.7998
32,val,1.10151,0.92426,0.00105,0.00034,0.05300,3.44560,0.00000,0.26944,3.4229,4.4484,0.4795
33,train,0.58840,0.41444,0.00415,0.00002,0.06265,10.64197,0.00000,0.12138,2.7698,3.5298,0.7268
33,val,0.89324,0.76369,0.00122,0.00033,0.05300,3.42851,0.00000,0.17302,3.3480,4.3057,0.5124
34,train,0.43387,0.36925,0.00368,0.00001,0.05815,5.52743,0.00000,0.00000,2.3223,2.8170,0.8549
34,val,0.80882,0.69892,0.00172,0.00033,0.05300,3.42336,0.00000,0.13323,3.5818,4.4402,0.4814
35,train,0.41113,0.28183,0.00400,0.00002,0.05426,10.98653,0.00000,0.01230,2.2718,2.9467,0.8595
35,val,1.20540,1.03563,0.00181,0.00033,0.05300,3.40869,0.00000,0.25347,3.8718,4.9729,0.3495
36,train,0.36641,0.23577,0.00603,0.00003,0.06488,11.77608,0.00000,0.00076,1.9784,2.6008,0.8825
36,val,1.09879,0.93593,0.00244,0.00032,0.05300,3.39616,0.00000,0.24328,3.5992,4.5443,0.4568
37,train,0.24158,0.10494,0.00930,0.00001,0.06096,11.84922,0.00000,0.01868,1.2996,1.7556,0.9280
37,val,1.28560,1.10260,0.00192,0.00032,0.05300,3.36979,0.00000,0.28378,3.8537,5.0465,0.3301
38,train,0.32952,0.21396,0.00920,0.00001,0.05122,9.88990,0.00000,0.00773,2.0360,2.6225,0.8700
38,val,1.28917,1.11075,0.00143,0.00031,0.05300,3.34085,0.00000,0.27619,3.6947,4.7304,0.4114
39,train,0.31706,0.20774,0.00119,0.00001,0.06564,9.40435,0.00000,0.01227,1.9962,2.6087,0.8571
39,val,1.28492,1.09479,0.00113,0.00031,0.05300,3.32898,0.00000,0.29892,3.6816,4.6745,0.4253
40,train,0.21061,0.11684,0.00255,0.00001,0.04966,8.30408,0.00000,0.00997,1.5684,2.1653,0.8701
40,val,1.29269,1.10530,0.00115,0.00030,0.05300,3.36927,0.00000,0.29081,3.6251,4.7004,0.4189
41,train,0.29932,0.14925,0.00088,0.00002,0.06537,11.69446,0.00000,0.03519,1.5362,1.8383,0.9461
41,val,1.05752,0.91477,0.00150,0.00030,0.05300,3.36258,0.00000,0.20180,3.4322,4.5300,0.4602
42,train,0.26675,0.22142,0.00105,0.00001,0.06101,3.48500,0.00000,0.00000,1.9315,2.2942,0.9081
42,val,1.15545,0.98767,0.00201,0.00030,0.05300,3.40066,0.00000,0.25017,3.6378,4.6387,0.4340
43,train,0.27438,0.16393,0.00109,0.00001,0.05933,7.77591,0.00000,0.04526,1.5393,2.1233,0.9025
43,val,1.26441,1.07715,0.00350,0.00029,0.05300,3.38582,0.00000,0.29032,3.7695,4.7545,0.4054
44,train,0.21373,0.16748,0.00147,0.00001,0.05323,3.37198,0.00000,0.00414,1.8610,2.4694,0.8751
44,val,1.32409,1.12308,0.00279,0.00029,0.05300,3.44911,0.00000,0.31734,3.7355,4.7637,0.4031
45,train,0.23532,0.10981,0.00124,0.00002,0.07169,10.94531,0.00000,0.01189,1.3771,1.7881,0.9231
