epoch,phase,total,main,shunt,mae,rmse,r2
1,train,3.69530,3.69518,0.02364,9.6366,12.0311,-1.2952
1,val,1.61667,1.61646,0.04200,6.2436,7.9574,-0.7774
2,train,2.20958,2.20944,0.02834,8.0481,9.3032,-0.3439
2,val,0.95657,0.95640,0.03379,5.0680,6.1208,-0.0516
3,train,1.50837,1.50819,0.03618,6.8825,7.6863,-0.0641
3,val,0.73413,0.73404,0.01818,4.4434,5.3623,0.1929
4,train,1.04009,1.04007,0.00433,5.3822,6.3829,0.1292
4,val,0.52005,0.52003,0.00560,3.6553,4.5134,0.4282
5,train,0.86421,0.86420,0.00197,4.5968,5.8183,0.3019
5,val,0.42955,0.42952,0.00490,3.5735,4.1019,0.5277
6,train,0.73130,0.73129,0.00116,4.2133,5.3522,0.5424
6,val,0.61531,0.61529,0.00371,3.9893,4.9094,0.3234
7,train,0.78277,0.78276,0.00031,4.0540,5.5374,0.4904
7,val,0.40840,0.40837,0.00454,3.4725,3.9996,0.5510
8,train,0.65816,0.65815,0.00043,3.8215,5.0775,0.5443
8,val,0.35465,0.35462,0.00541,3.2745,3.7271,0.6101
9,train,0.40654,0.40654,0.00038,3.2692,3.9906,0.7016
9,val,0.33921,0.33916,0.01042,2.9283,3.6449,0.6271
10,train,0.49088,0.49088,0.00033,3.3862,4.3850,0.5957
10,val,0.38062,0.38059,0.00568,2.9175,3.8612,0.5815
11,train,0.37347,0.37347,0.00004,2.8571,3.8249,0.7036
11,val,0.51433,0.51432,0.00136,3.7236,4.4885,0.4345
12,train,0.31785,0.31785,0.00005,2.7416,3.5286,0.7978
12,val,0.35558,0.35547,0.02121,2.7142,3.7316,0.6091
13,train,0.26511,0.26510,0.00136,2.3580,3.2225,0.8098
13,val,0.36917,0.36904,0.02620,2.9504,3.8021,0.5942
14,train,0.24288,0.24287,0.00041,2.3060,3.0845,0.8572
14,val,0.38835,0.38822,0.02704,3.0121,3.8997,0.5731
15,train,0.25816,0.25816,0.00008,2.5343,3.1801,0.8073
15,val,0.40724,0.40719,0.01023,2.8830,3.9938,0.5523
16,train,0.22493,0.22493,0.00042,2.2448,2.9683,0.8412
16,val,0.41643,0.41642,0.00272,3.2484,4.0388,0.5421
17,train,0.25843,0.25842,0.00002,2.4886,3.1817,0.7981
17,val,0.25071,0.25070,0.00060,2.5893,3.1338,0.7243
18,train,0.23194,0.23194,0.00000,2.2930,3.0142,0.8451
18,val,0.24036,0.24036,0.00058,2.3944,3.0685,0.7357
19,train,0.25639,0.25639,0.00002,2.4502,3.1692,0.8341
19,val,0.36359,0.36358,0.00229,2.9438,3.7739,0.6002
20,train,0.22130,0.22130,0.00002,2.3118,2.9443,0.8408
20,val,0.37899,0.37892,0.01320,2.8731,3.8527,0.5833
21,train,0.24103,0.24103,0.00055,2.4997,3.0727,0.8114
21,val,0.44774,0.44771,0.00558,3.0196,4.1878,0.5077
22,train,0.27982,0.27982,0.00000,2.7373,3.3108,0.8255
22,val,0.43679,0.43678,0.00328,3.0733,4.1364,0.5197
23,train,0.26287,0.26287,0.00001,2.6328,3.2089,0.8191
23,val,0.33998,0.33996,0.00387,2.7756,3.6493,0.6262
24,train,0.13988,0.13988,0.00001,1.8369,2.3408,0.9149
24,val,0.38229,0.38229,0.00016,2.9146,3.8698,0.5796
25,train,0.18644,0.18644,0.00002,2.1530,2.7025,0.8595
25,val,0.23082,0.23081,0.00056,2.1347,3.0069,0.7462
26,train,0.20770,0.20770,0.00001,2.2010,2.8524,0.8487
26,val,0.24649,0.24649,0.00137,2.2466,3.1073,0.7290
27,train,0.11351,0.11351,0.00001,1.6317,2.1087,0.9279
27,val,0.35377,0.35376,0.00201,2.7049,3.7226,0.6110
28,train,0.15135,0.15135,0.00001,1.8759,2.4349,0.8807
28,val,0.34912,0.34907,0.00918,2.5797,3.6978,0.6162
29,train,0.21666,0.21666,0.00001,2.2695,2.9133,0.7954
29,val,0.30846,0.30845,0.00161,2.5421,3.4760,0.6608
30,train,0.11231,0.11231,0.00001,1.5603,2.0974,0.9249
30,val,0.35056,0.35055,0.00140,2.5757,3.7057,0.6145
31,train,0.09500,0.09500,0.00000,1.4289,1.9291,0.9224
31,val,0.33694,0.33694,0.00024,2.6932,3.6330,0.6295
32,train,0.15362,0.15362,0.00000,1.8234,2.4531,0.8722
32,val,0.34631,0.34631,0.00006,2.7884,3.6832,0.6192
33,train,0.10142,0.10142,0.00000,1.5696,1.9932,0.9273
33,val,0.22741,0.22741,0.00003,2.3402,2.9847,0.7499
34,train,0.07648,0.07648,0.00000,1.4004,1.7309,0.9343
34,val,0.27642,0.27642,0.00008,2.5490,3.2906,0.6961
35,train,0.09556,0.09556,0.00001,1.4526,1.9348,0.9329
35,val,0.30061,0.30058,0.00475,2.3349,3.4314,0.6695
36,train,0.11871,0.11871,0.00000,1.6189,2.1564,0.9074
36,val,0.34635,0.34633,0.00283,2.8441,3.6833,0.6192
37,train,0.08688,0.08688,0.00000,1.4033,1.8448,0.9418
37,val,0.25072,0.25069,0.00551,2.5373,3.1337,0.7243
38,train,0.07853,0.07853,0.00001,1.4314,1.7539,0.9396
38,val,0.31948,0.31948,0.00039,2.7881,3.5376,0.6487
39,train,0.09245,0.09245,0.00000,1.4496,1.9030,0.9347
39,val,0.30931,0.30930,0.00127,2.7667,3.4808,0.6599
40,train,0.09463,0.09463,0.00001,1.5259,1.9253,0.9370
40,val,0.29175,0.29175,0.00110,2.5056,3.3806,0.6792
41,train,0.06580,0.06580,0.00000,1.2491,1.6055,0.9536
41,val,0.32203,0.32203,0.00018,2.8433,3.5517,0.6459
42,train,0.09281,0.09281,0.00000,1.4507,1.9068,0.9272
42,val,0.25593,0.25593,0.00004,2.4313,3.1663,0.7186
43,train,0.05862,0.05862,0.00000,1.1226,1.5153,0.9610
43,val,0.32747,0.32747,0.00001,2.7664,3.5816,0.6399
44,train,0.06492,0.06492,0.00000,1.1840,1.5946,0.9474
44,val,0.28888,0.28888,0.00001,2.6131,3.3639,0.6824
45,train,0.09764,0.09764,0.00000,1.4920,1.9557,0.9188
45,val,0.29322,0.29322,0.00001,2.6898,3.3891,0.6776
46,train,0.06672,0.06672,0.00000,1.3608,1.6167,0.9450
46,val,0.31755,0.31755,0.00001,2.7049,3.5269,0.6508
47,train,0.05030,0.05030,0.00000,1.0686,1.4037,0.9651
47,val,0.24754,0.24754,0.00003,2.3883,3.1139,0.7278
48,train,0.05600,0.05600,0.00000,0.9883,1.4811,0.9643
48,val,0.23436,0.23436,0.00001,2.4547,3.0299,0.7423
49,train,0.06682,0.06682,0.00000,1.1516,1.6179,0.9583
49,val,0.18848,0.18848,0.00003,2.1020,2.7172,0.7928
50,train,0.07450,0.07450,0.00000,1.2841,1.7083,0.9497
50,val,0.25430,0.25430,0.00005,2.5545,3.1562,0.7204
51,train,0.07941,0.07941,0.00000,1.2353,1.7637,0.9441
51,val,0.24879,0.24879,0.00009,2.4486,3.1218,0.7264
52,train,0.06111,0.06111,0.00000,1.1620,1.5472,0.9630
52,val,0.24932,0.24932,0.00006,2.3616,3.1251,0.7259
53,train,0.05883,0.05883,0.00000,1.1117,1.5180,0.9565
53,val,0.30818,0.30818,0.00004,2.7195,3.4745,0.6611
54,train,0.06396,0.06396,0.00000,1.2456,1.5829,0.9486
54,val,0.28121,0.28121,0.00006,2.5017,3.3190,0.6908
55,train,0.07472,0.07472,0.00000,1.2950,1.7108,0.9532
55,val,0.32651,0.32651,0.00034,2.7968,3.5763,0.6410
56,train,0.04628,0.04628,0.00001,0.9690,1.3464,0.9712
56,val,0.33151,0.33151,0.00008,2.8276,3.6036,0.6355
57,train,0.04664,0.04664,0.00000,1.0039,1.3517,0.9688
57,val,0.32957,0.32957,0.00014,2.9867,3.5931,0.6376
58,train,0.05063,0.05063,0.00000,1.1086,1.4083,0.9548
58,val,0.30051,0.30051,0.00015,2.7671,3.4310,0.6696
59,train,0.06739,0.06739,0.00000,1.1803,1.6247,0.9508
59,val,0.33753,0.33752,0.00057,2.8675,3.6361,0.6289
60,train,0.05472,0.05472,0.00007,1.2235,1.4640,0.9607
60,val,0.28306,0.28305,0.00229,2.5736,3.3298,0.6888
61,train,0.05400,0.05400,0.00000,1.0629,1.4544,0.9560
61,val,0.22941,0.22941,0.00112,2.2462,2.9977,0.7477
62,train,0.05314,0.05314,0.00002,1.0379,1.4428,0.9621
62,val,0.27242,0.27242,0.00008,2.5273,3.2667,0.7004
63,train,0.06185,0.06185,0.00001,1.1448,1.5565,0.9444
63,val,0.26849,0.26849,0.00002,2.6302,3.2430,0.7048
64,train,0.05088,0.05088,0.00000,1.0566,1.4118,0.9606
64,val,0.27467,0.27467,0.00002,2.6733,3.2801,0.6980
65,train,0.05455,0.05455,0.00001,1.0946,1.4618,0.9630
65,val,0.22289,0.22289,0.00001,2.3468,2.9549,0.7549
66,train,0.06845,0.06845,0.00000,1.2036,1.6375,0.9513
66,val,0.27976,0.27976,0.00003,2.6930,3.3104,0.6924
67,train,0.04659,0.04659,0.00000,1.0281,1.3509,0.9711
67,val,0.25595,0.25595,0.00014,2.3406,3.1664,0.7186
68,train,0.06065,0.06065,0.00001,1.1867,1.5413,0.9579
68,val,0.36140,0.36140,0.00014,3.0805,3.7625,0.6026
69,train,0.05656,0.05656,0.00001,1.1046,1.4884,0.9660
69,val,0.32379,0.32379,0.00011,2.7366,3.5614,0.6440
70,train,0.03661,0.03661,0.00000,0.8954,1.1975,0.9743
70,val,0.35616,0.35616,0.00001,2.9503,3.7352,0.6084
71,train,0.03231,0.03231,0.00000,0.8936,1.1251,0.9726
71,val,0.24281,0.24281,0.00001,2.3063,3.0841,0.7330
72,train,0.06406,0.06406,0.00000,1.2848,1.5841,0.9612
72,val,0.28645,0.28645,0.00001,2.6987,3.3498,0.6850
73,train,0.06368,0.06368,0.00000,1.1983,1.5794,0.9544
73,val,0.30873,0.30873,0.00004,2.6709,3.4776,0.6605
74,train,0.04804,0.04804,0.00000,0.9912,1.3718,0.9620
74,val,0.34729,0.34729,0.00008,2.8311,3.6884,0.6181
75,train,0.02759,0.02759,0.00000,0.7826,1.0397,0.9826
75,val,0.34260,0.34260,0.00004,2.9661,3.6634,0.6233
76,train,0.04322,0.04322,0.00000,1.0250,1.3012,0.9669
76,val,0.29859,0.29859,0.00011,2.6920,3.4200,0.6717
77,train,0.04863,0.04863,0.00000,1.0580,1.3802,0.9681
77,val,0.28524,0.28523,0.00022,2.6113,3.3426,0.6864
78,train,0.04820,0.04820,0.00000,1.1094,1.3741,0.9634
78,val,0.29916,0.29916,0.00027,2.6712,3.4233,0.6710
79,train,0.04775,0.04775,0.00000,0.9840,1.3677,0.9623
79,val,0.32681,0.32681,0.00022,2.7199,3.5780,0.6406
80,train,0.04109,0.04109,0.00000,0.9528,1.2686,0.9719
80,val,0.37909,0.37909,0.00014,3.1444,3.8536,0.5832
81,train,0.04769,0.04769,0.00000,1.0210,1.3668,0.9653
81,val,0.32099,0.32099,0.00009,2.8387,3.5460,0.6470
82,train,0.05666,0.05666,0.00000,1.1470,1.4899,0.9619
82,val,0.29315,0.29315,0.00018,2.5827,3.3887,0.6777
83,train,0.04729,0.04729,0.00000,1.0593,1.3611,0.9614
83,val,0.31593,0.31592,0.00030,2.7193,3.5179,0.6526
84,train,0.03079,0.03079,0.00000,0.8490,1.0982,0.9785
84,val,0.35239,0.35239,0.00041,2.9575,3.7153,0.6125
85,train,0.02919,0.02919,0.00000,0.7635,1.0694,0.9791
85,val,0.31804,0.31804,0.00057,2.7698,3.5296,0.6503
86,train,0.03792,0.03792,0.00004,0.9357,1.2187,0.9728
86,val,0.32863,0.32862,0.00095,2.8216,3.5879,0.6387
87,train,0.04162,0.04162,0.00002,0.9368,1.2769,0.9672
87,val,0.30751,0.30750,0.00174,2.6882,3.4707,0.6619
88,train,0.04200,0.04200,0.00000,0.9777,1.2827,0.9640
88,val,0.33332,0.33331,0.00142,2.8964,3.6134,0.6335
89,train,0.04298,0.04298,0.00004,0.9720,1.2975,0.9725
89,val,0.35275,0.35275,0.00137,2.9935,3.7172,0.6121
