epoch,phase,total,main,murray,press,smooth,physio,mono,spread,mae,rmse,r2
1,train,4.60024,4.12080,0.00073,0.00003,0.00962,0.00036,0.00000,0.95849,10.8428,12.6186,-2.8210
1,val,5.90990,5.40986,0.00024,0.00002,0.01184,0.00051,0.00000,0.99966,12.3895,13.6524,-4.6943
2,train,5.44218,4.96768,0.00105,0.00007,0.01402,0.00025,0.00000,0.94803,8.7662,11.7519,-1.1306
2,val,4.93545,4.43499,0.00459,0.00003,0.01184,0.00050,0.00000,0.99864,9.9823,11.5280,-3.0600
3,train,5.05242,4.60653,0.00637,0.00005,0.00859,0.00037,0.00000,0.88793,8.2934,10.5007,-0.7615
3,val,3.87672,3.37401,0.02422,0.00003,0.01184,0.00051,0.00000,0.99641,7.4579,9.1132,-1.5372
4,train,4.90627,4.45312,0.01897,0.00006,0.01345,0.01124,0.00000,0.89668,8.0681,9.7362,-0.6851
4,val,3.02701,2.53820,0.01483,0.00003,0.01184,0.00051,0.00000,0.96637,5.8345,7.2387,-0.6008
5,train,2.15846,1.77501,0.01004,0.00010,0.00781,0.03084,0.00000,0.75545,5.1496,6.2088,0.0600
5,val,2.23648,1.81445,0.01644,0.00003,0.01184,0.00051,0.00000,0.82733,4.5113,5.6895,0.0111
6,train,2.57135,2.22445,0.02072,0.00002,0.01065,0.01242,0.00000,0.67639,4.9150,6.4140,0.1455
6,val,1.24423,0.97553,0.05093,0.00003,0.01184,0.00051,0.00000,0.50385,3.0038,3.9232,0.5298
7,train,2.00922,1.79728,0.03994,0.00005,0.01246,0.00936,0.00000,0.39445,4.3609,5.7183,0.4580
7,val,0.67353,0.63380,0.06167,0.00003,0.01184,0.00051,0.00000,0.03577,3.3666,3.9087,0.5333
8,train,1.73116,1.67166,0.04331,0.00001,0.01807,0.00040,0.00000,0.08277,4.3974,5.9008,0.4154
8,val,0.36912,0.34011,0.06254,0.00003,0.01184,0.00052,0.00000,0.00000,3.3992,4.1476,0.4745
9,train,0.91694,0.89017,0.03819,0.00003,0.01562,0.01115,0.00000,0.00988,3.8254,4.6791,0.5610
9,val,0.52229,0.48005,0.04054,0.00003,0.01184,0.00053,0.00000,0.00000,3.8811,5.0750,0.2132
10,train,0.79152,0.76315,0.02252,0.00004,0.01127,0.00024,0.00000,0.00069,3.8348,5.1518,0.5361
10,val,0.58115,0.53759,0.01576,0.00002,0.01184,0.00054,0.00000,0.00000,4.0149,5.3733,0.1179
11,train,0.63087,0.58487,0.01365,0.00004,0.01701,0.00036,0.00000,0.02290,3.1349,4.3519,0.6901
11,val,0.58101,0.53808,0.01593,0.00003,0.01184,0.00054,0.00000,0.00000,4.1177,4.9099,0.2635
