epoch,phase,total,main,murray,press,smooth,physio,mono,spread,mae,rmse,r2
1,train,6.26292,5.77320,0.00053,0.00005,0.00966,0.00033,0.00000,0.97911,11.6334,13.7111,-2.6676
1,val,5.04353,4.54505,0.00283,0.00003,0.01861,0.00038,0.00000,0.99589,10.7109,12.6847,-2.5098
2,train,6.85026,6.36254,0.00189,0.00004,0.01435,0.00035,0.00000,0.97440,11.2572,13.5299,-2.4395
2,val,4.38907,3.89655,0.00439,0.00003,0.01861,0.00038,0.00000,0.98292,9.1609,11.1768,-1.7250
3,train,5.00849,4.53422,0.00780,0.00004,0.01134,0.02827,0.00000,0.94452,8.5637,10.9435,-1.3019
3,val,3.65496,3.17148,0.00706,0.00003,0.01861,0.00038,0.00000,0.96205,7.4681,9.2533,-0.8677
4,train,4.43444,3.97973,0.01711,0.00007,0.01192,0.00042,0.00000,0.90083,7.2157,9.2952,-0.5762
4,val,3.12467,2.64571,0.00968,0.00003,0.01861,0.00038,0.00000,0.94853,6.2152,7.6400,-0.2733
5,train,5.57819,5.15255,0.06897,0.00005,0.01495,0.00029,0.00000,0.82603,8.1684,9.5185,-0.5918
5,val,2.73994,2.26299,0.03264,0.00004,0.01861,0.00038,0.00000,0.93159,5.4361,6.4359,0.0965
6,train,3.95980,3.54055,0.10636,0.00004,0.01014,0.00044,0.00000,0.79644,6.8183,7.7448,0.0812
6,val,2.40227,1.93804,0.05495,0.00005,0.01861,0.00038,0.00000,0.88989,5.0119,6.0793,0.1938
7,train,2.03790,1.72916,0.09470,0.00007,0.00837,0.03447,0.00000,0.56720,4.9986,5.8939,0.3352
7,val,1.68591,1.30816,0.03223,0.00003,0.01861,0.00039,0.00000,0.71619,3.5931,4.6784,0.5226
8,train,1.89333,1.71736,0.07503,0.00003,0.00957,0.00036,0.00000,0.29985,4.3566,5.4111,0.5352
8,val,1.06473,0.86734,0.10595,0.00003,0.01861,0.00039,0.00000,0.33545,3.3702,4.1083,0.6318
9,train,1.60769,1.49680,0.11696,0.00003,0.01133,0.01017,0.00000,0.14577,4.0672,5.5102,0.4218
9,val,0.71403,0.62651,0.08565,0.00004,0.01861,0.00039,0.00000,0.09821,4.1356,4.5858,0.5413
10,train,1.24795,1.17703,0.08168,0.00003,0.01126,0.00039,0.00000,0.04498,5.5587,6.7812,0.0660
10,val,0.75916,0.68160,0.03920,0.00003,0.01861,0.00040,0.00000,0.08574,3.3996,4.1382,0.6265
11,train,0.95019,0.90611,0.04173,0.00006,0.01280,0.00790,0.00000,0.00760,4.2076,5.3103,0.4829
11,val,0.78058,0.69162,0.03202,0.00003,0.01861,0.00039,0.00000,0.10076,4.1278,4.6042,0.5376
12,train,0.57913,0.53632,0.02935,0.00002,0.01038,0.00031,0.00000,0.00489,3.0686,3.8746,0.7410
12,val,1.02423,0.87184,0.05203,0.00002,0.01861,0.00039,0.00000,0.23411,4.0556,4.7288,0.5122
13,train,0.70841,0.63540,0.05823,0.00002,0.00936,0.00041,0.00000,0.07045,3.5714,4.5675,0.5854
13,val,1.28450,1.07692,0.04798,0.00002,0.01861,0.00039,0.00000,0.35597,3.7923,4.6670,0.5249
14,train,0.41891,0.36106,0.03011,0.00002,0.01269,0.00039,0.00000,0.04020,2.6328,3.3546,0.7668
14,val,1.06388,0.89224,0.01549,0.00004,0.01861,0.00039,0.00000,0.28461,3.6518,4.2935,0.5979
15,train,0.47567,0.39696,0.02156,0.00003,0.01279,0.01064,0.00000,0.08431,2.5235,3.2429,0.8046
15,val,0.85284,0.72726,0.04403,0.00005,0.01861,0.00039,0.00000,0.18880,3.5399,4.1136,0.6309
16,train,0.59487,0.52643,0.04157,0.00003,0.01063,0.00044,0.00000,0.05297,2.4296,3.2120,0.8270
16,val,1.06928,0.92149,0.03348,0.00004,0.01861,0.00039,0.00000,0.24293,3.6183,4.6095,0.5365
17,train,0.66562,0.62223,0.04050,0.00004,0.01085,0.01037,0.00000,0.00180,3.0769,3.8902,0.7154
17,val,0.87577,0.74560,0.04474,0.00004,0.01861,0.00038,0.00000,0.19878,3.4463,4.1131,0.6310
18,train,0.58572,0.54471,0.04281,0.00004,0.01272,0.01869,0.00000,0.00000,3.5259,4.6253,0.5475
18,val,0.99716,0.86663,0.01770,0.00003,0.01861,0.00038,0.00000,0.21405,3.7311,4.5462,0.5491
19,train,0.41828,0.38027,0.01534,0.00010,0.01517,0.01730,0.00000,0.01217,2.9629,3.9587,0.6715
19,val,1.08490,0.95364,0.02054,0.00004,0.01861,0.00038,0.00000,0.21845,3.9258,4.8242,0.4923
20,train,0.37466,0.33945,0.01143,0.00005,0.00912,0.00039,0.00000,0.00143,2.5702,3.2402,0.8050
20,val,1.15253,0.97719,0.02038,0.00004,0.01861,0.00037,0.00000,0.30020,3.8807,4.3886,0.5799
21,train,0.50363,0.42404,0.00560,0.00004,0.01004,0.00029,0.00000,0.10260,2.5146,3.2313,0.8058
21,val,1.21695,1.01547,0.01301,0.00004,0.01861,0.00037,0.00000,0.35150,3.8794,4.3886,0.5799
22,train,0.49475,0.43411,0.01379,0.00006,0.01329,0.00035,0.00000,0.04894,2.9153,3.3965,0.7938
22,val,0.89813,0.73562,0.02433,0.00004,0.01861,0.00037,0.00000,0.25671,3.6980,3.9816,0.6542
23,train,0.37961,0.32576,0.04740,0.00008,0.01412,0.00038,0.00000,0.02693,2.9316,3.7626,0.7186
23,val,0.87925,0.73171,0.02354,0.00003,0.01861,0.00037,0.00000,0.22547,3.6469,3.9456,0.6604
24,train,0.51929,0.47036,0.01718,0.00003,0.01069,0.00040,0.00000,0.02431,2.8644,3.7617,0.7485
24,val,1.24984,1.07184,0.02714,0.00002,0.01861,0.00037,0.00000,0.30017,3.9714,4.6629,0.5257
25,train,0.38533,0.31176,0.02266,0.00004,0.00858,0.00040,0.00000,0.09273,2.3706,3.3358,0.7510
25,val,0.99018,0.85168,0.02857,0.00002,0.01861,0.00038,0.00000,0.22331,3.6134,4.1908,0.6169
26,train,0.41226,0.36179,0.02275,0.00003,0.01206,0.00045,0.00000,0.01535,2.4439,3.1494,0.8186
26,val,0.86980,0.72955,0.01421,0.00002,0.01861,0.00038,0.00000,0.22452,3.3818,3.8778,0.6720
27,train,0.29295,0.24364,0.01955,0.00002,0.00954,0.00694,0.00000,0.03663,2.1770,2.9447,0.8324
27,val,1.00351,0.89374,0.01366,0.00002,0.01861,0.00038,0.00000,0.16998,3.7126,4.3605,0.5852
28,train,0.38240,0.35185,0.01465,0.00002,0.01276,0.00034,0.00000,0.00000,2.1397,2.9122,0.8516
28,val,1.06905,0.96544,0.01403,0.00002,0.01861,0.00038,0.00000,0.16281,4.0344,4.6386,0.5306
29,train,0.21428,0.17716,0.01774,0.00004,0.01095,0.01337,0.00000,0.02206,1.9181,2.7025,0.8464
29,val,0.76433,0.63411,0.01080,0.00003,0.01861,0.00038,0.00000,0.19965,3.3510,3.8838,0.6710
30,train,0.31994,0.28384,0.02191,0.00002,0.00989,0.01514,0.00000,0.00696,2.4033,3.1294,0.7906
30,val,0.77712,0.69409,0.01160,0.00003,0.01861,0.00038,0.00000,0.11605,3.7745,4.1394,0.6262
31,train,0.33976,0.31023,0.01948,0.00002,0.01158,0.01488,0.00000,0.00182,2.2323,2.9058,0.8491
31,val,0.82080,0.73038,0.01266,0.00002,0.01861,0.00038,0.00000,0.13192,3.8690,4.2769,0.6010
32,train,0.35662,0.31459,0.01224,0.00003,0.01146,0.01484,0.00000,0.01797,1.8275,2.6643,0.8824
32,val,0.69425,0.60848,0.01266,0.00002,0.01861,0.00038,0.00000,0.11171,3.3904,3.8494,0.6768
33,train,0.26262,0.21257,0.00980,0.00003,0.01044,0.00042,0.00000,0.01106,2.2565,3.2995,0.8063
33,val,0.78672,0.68935,0.01323,0.00002,0.01861,0.00038,0.00000,0.13365,3.6386,4.0899,0.6351
34,train,0.28296,0.23651,0.01289,0.00003,0.01285,0.00040,0.00000,0.01074,1.9853,2.9123,0.8324
34,val,0.94547,0.82763,0.01975,0.00002,0.01861,0.00037,0.00000,0.17955,3.9685,4.4405,0.5699
35,train,0.22209,0.18087,0.01608,0.00004,0.00854,0.00680,0.00000,0.00853,2.2423,2.9894,0.8226
35,val,0.97164,0.83816,0.03409,0.00002,0.01861,0.00037,0.00000,0.21126,3.8076,4.2577,0.6046
36,train,0.27222,0.20543,0.01299,0.00004,0.00692,0.04356,0.00000,0.07669,1.6069,2.2372,0.8907
36,val,1.06557,0.92688,0.02520,0.00002,0.01861,0.00037,0.00000,0.22796,3.7370,4.4141,0.5750
37,train,0.58524,0.54843,0.00858,0.00002,0.01500,0.00034,0.00000,0.01068,2.3993,3.3499,0.8239
37,val,0.83673,0.72893,0.01726,0.00002,0.01861,0.00037,0.00000,0.16310,3.6292,4.0191,0.6476
38,train,0.34001,0.30834,0.01027,0.00003,0.00910,0.00041,0.00000,0.00000,2.5652,3.3961,0.6937
38,val,0.82893,0.70907,0.01594,0.00002,0.01861,0.00037,0.00000,0.18349,3.6198,3.9962,0.6516
39,train,0.23382,0.19711,0.01203,0.00006,0.01486,0.00038,0.00000,0.00990,1.8149,2.5156,0.9000
39,val,0.99248,0.83849,0.01220,0.00002,0.01861,0.00037,0.00000,0.25995,3.6963,4.0797,0.6369
40,train,0.26240,0.22532,0.00432,0.00004,0.01455,0.00030,0.00000,0.01216,1.9799,2.5614,0.8718
40,val,0.97226,0.80594,0.01022,0.00002,0.01861,0.00037,0.00000,0.27876,3.7018,4.1018,0.6330
41,train,0.34941,0.28748,0.00891,0.00004,0.01090,0.05335,0.00000,0.06381,2.4897,3.0904,0.7733
41,val,1.09667,0.91369,0.00922,0.00002,0.01861,0.00038,0.00000,0.31112,3.8480,4.3131,0.5942
42,train,0.26265,0.22539,0.01204,0.00003,0.01619,0.00050,0.00000,0.00323,2.1182,2.8082,0.8511
42,val,1.41818,1.24052,0.00958,0.00002,0.01861,0.00037,0.00000,0.31594,4.3531,5.1170,0.4288
43,train,0.43706,0.39956,0.00750,0.00003,0.00836,0.02044,0.00000,0.01144,2.5207,3.1667,0.8367
43,val,1.53265,1.35381,0.01123,0.00002,0.01861,0.00037,0.00000,0.31984,4.6052,5.4963,0.3410
44,train,0.30464,0.25332,0.00393,0.00003,0.00951,0.00029,0.00000,0.04988,2.3524,3.1263,0.8072
44,val,1.07316,0.91521,0.01057,0.00002,0.01861,0.00037,0.00000,0.26330,3.8744,4.3263,0.5917
45,train,0.15309,0.12286,0.00649,0.00006,0.01255,0.00041,0.00000,0.00183,1.4325,1.9766,0.9174
45,val,1.07722,0.91804,0.01558,0.00002,0.01861,0.00038,0.00000,0.26525,3.9753,4.3271,0.5916
46,train,0.19395,0.15370,0.01202,0.00002,0.01393,0.00041,0.00000,0.00793,1.3171,2.0439,0.9358
46,val,1.10761,0.97877,0.02806,0.00001,0.01861,0.00038,0.00000,0.21077,4.0515,4.5523,0.5479
47,train,0.26684,0.23733,0.01334,0.00005,0.01100,0.00044,0.00000,0.00132,2.1809,3.0768,0.8060
47,val,0.96229,0.83270,0.02083,0.00002,0.01861,0.00038,0.00000,0.21027,3.7854,4.2183,0.6119
48,train,0.28264,0.25266,0.02534,0.00003,0.01135,0.00044,0.00000,0.00000,2.0693,3.0687,0.8250
48,val,1.27056,1.12694,0.02412,0.00002,0.01861,0.00038,0.00000,0.24664,4.1579,4.7818,0.5012
49,train,0.47738,0.44268,0.00991,0.00003,0.01137,0.01379,0.00000,0.01184,2.5439,3.1856,0.8167
49,val,1.33739,1.16144,0.01898,0.00002,0.01861,0.00038,0.00000,0.30807,4.1842,4.7585,0.5061
50,train,0.26947,0.21639,0.00912,0.00004,0.01201,0.00054,0.00000,0.04200,1.8408,2.4450,0.8574
50,val,1.17347,0.98817,0.01598,0.00002,0.01861,0.00038,0.00000,0.31272,3.9723,4.3909,0.5794
51,train,0.25266,0.19924,0.00733,0.00005,0.01409,0.00505,0.00000,0.02590,2.0776,2.5251,0.8814
51,val,1.17194,0.98761,0.01480,0.00002,0.01861,0.00037,0.00000,0.31413,3.8738,4.3244,0.5921
52,train,0.32449,0.27147,0.00569,0.00002,0.00989,0.00030,0.00000,0.03253,1.7887,2.4055,0.9099
52,val,1.16489,0.98173,0.01249,0.00002,0.01861,0.00037,0.00000,0.31058,3.8154,4.3047,0.5958
53,train,0.19590,0.14823,0.00810,0.00006,0.01477,0.00038,0.00000,0.02252,1.4596,2.0812,0.9186
53,val,1.01218,0.85045,0.01366,0.00002,0.01861,0.00037,0.00000,0.25510,3.6979,4.2115,0.6131
54,train,0.16433,0.12563,0.00591,0.00003,0.00923,0.00045,0.00000,0.00373,1.7625,2.4321,0.8695
54,val,1.16139,1.01377,0.02604,0.00001,0.01861,0.00037,0.00000,0.23567,3.8627,4.4535,0.5674
55,train,0.17889,0.13573,0.01122,0.00005,0.01271,0.00032,0.00000,0.00694,1.4453,1.9018,0.9378
55,val,1.04286,0.91792,0.03002,0.00001,0.01861,0.00037,0.00000,0.19209,3.7874,4.3174,0.5934
56,train,0.15905,0.12652,0.00629,0.00002,0.01081,0.00045,0.00000,0.00204,1.6925,2.3394,0.8814
56,val,0.97017,0.81745,0.02346,0.00001,0.01861,0.00038,0.00000,0.24295,3.4607,4.2301,0.6097
57,train,0.22893,0.18823,0.00700,0.00004,0.01381,0.00043,0.00000,0.00002,1.7894,2.4794,0.8854
57,val,1.15941,0.97004,0.02659,0.00001,0.01861,0.00037,0.00000,0.32446,3.5857,4.1642,0.6217
58,train,0.33306,0.24877,0.00738,0.00005,0.01025,0.02367,0.00000,0.11800,1.6878,2.3286,0.8957
58,val,1.16983,0.99709,0.03754,0.00001,0.01861,0.00037,0.00000,0.28867,3.7346,4.2809,0.6002
59,train,0.18692,0.14958,0.01484,0.00005,0.01040,0.00035,0.00000,0.00965,1.6673,2.2425,0.8772
59,val,1.11071,0.97864,0.06630,0.00001,0.01861,0.00037,0.00000,0.20282,3.8450,4.4121,0.5754
60,train,0.28942,0.23396,0.01854,0.00004,0.01320,0.00034,0.00000,0.03907,2.0475,2.6654,0.8479
60,val,0.99851,0.89627,0.06849,0.00001,0.01861,0.00037,0.00000,0.14477,3.7173,4.3427,0.5886
61,train,0.19617,0.16007,0.01959,0.00001,0.00767,0.01683,0.00000,0.00000,1.6201,2.2275,0.9044
61,val,1.05865,0.93378,0.05415,0.00001,0.01861,0.00037,0.00000,0.19842,3.6363,4.1988,0.6154
62,train,0.16826,0.13201,0.01261,0.00001,0.01365,0.00049,0.00000,0.01572,1.4794,2.0429,0.9154
62,val,1.16840,1.00492,0.03964,0.00002,0.01861,0.00037,0.00000,0.27965,3.4154,4.2342,0.6089
63,train,0.27699,0.23324,0.01536,0.00002,0.01559,0.00896,0.00000,0.02752,1.5510,2.2317,0.9098
63,val,1.34323,1.20426,0.03695,0.00002,0.01861,0.00037,0.00000,0.23280,4.1083,4.7924,0.4990
64,train,0.18543,0.14381,0.02391,0.00005,0.00750,0.00033,0.00000,0.01366,1.6080,1.9986,0.9267
64,val,1.05161,0.93156,0.05049,0.00002,0.01861,0.00038,0.00000,0.18085,3.6558,4.3214,0.5926
65,train,0.16207,0.11501,0.02375,0.00004,0.01489,0.00044,0.00000,0.01653,1.5875,2.0951,0.9157
65,val,0.94873,0.85217,0.04863,0.00002,0.01861,0.00038,0.00000,0.13145,3.5999,4.2621,0.6037
66,train,0.28841,0.23884,0.02687,0.00003,0.01228,0.01156,0.00000,0.00206,1.6760,2.3544,0.9097
66,val,1.10755,0.99184,0.03457,0.00002,0.01861,0.00038,0.00000,0.17804,3.8582,4.4071,0.5763
67,train,0.20580,0.15997,0.01415,0.00004,0.01288,0.00044,0.00000,0.00005,1.3236,1.7652,0.9488
67,val,1.19809,1.02221,0.02878,0.00002,0.01861,0.00038,0.00000,0.29801,3.6854,4.3042,0.5959
68,train,0.26209,0.20684,0.03612,0.00003,0.01327,0.01170,0.00000,0.01861,1.7571,2.3287,0.9177
68,val,1.17056,1.00264,0.02755,0.00002,0.01861,0.00038,0.00000,0.28019,3.7884,4.3913,0.5793
69,train,0.18425,0.14233,0.01614,0.00005,0.01118,0.01141,0.00000,0.00165,1.5613,2.0560,0.9168
69,val,1.24030,1.13408,0.02629,0.00002,0.01861,0.00038,0.00000,0.16666,4.4502,4.9633,0.4626
