epoch,phase,total,main,shunt,mae,rmse,r2
1,train,3.11638,3.11598,0.07906,8.1816,11.0481,-1.0495
1,val,2.17293,2.17293,0.00001,7.3843,9.2260,-0.8442
2,train,2.74457,2.74427,0.05904,8.3809,10.3682,-0.7259
2,val,1.57374,1.57374,0.00001,6.2117,7.8515,-0.3357
3,train,1.64982,1.64964,0.03516,6.5877,8.0387,-0.4277
3,val,1.27220,1.27220,0.00000,5.8758,7.0594,-0.0798
4,train,1.43461,1.43451,0.01993,6.4350,7.4962,-0.0322
4,val,1.08698,1.08698,0.00000,5.5149,6.5253,0.0774
5,train,1.36555,1.36542,0.02439,6.4035,7.3135,-0.0061
5,val,0.89544,0.89544,0.00000,4.7943,5.9225,0.2400
6,train,0.94116,0.94114,0.00459,4.9565,6.0718,0.1879
6,val,0.70823,0.70823,0.00000,3.7569,5.2672,0.3989
7,train,0.55949,0.55948,0.00142,4.0099,4.6815,0.4951
7,val,0.62669,0.62669,0.00000,3.6725,4.9547,0.4681
8,train,0.65276,0.65276,0.00127,4.1082,5.0567,0.5306
8,val,0.65587,0.65587,0.00000,3.6015,5.0687,0.4433
9,train,0.55525,0.55525,0.00027,3.7937,4.6637,0.6207
9,val,0.85388,0.85388,0.00000,4.8940,5.7835,0.2753
10,train,0.57059,0.57059,0.00003,3.7151,4.7277,0.4584
10,val,0.67511,0.67511,0.00000,3.5027,5.1425,0.4270
11,train,0.54117,0.54117,0.00001,3.8585,4.6042,0.6302
11,val,0.62516,0.62516,0.00000,3.5614,4.9486,0.4694
12,train,0.48242,0.48242,0.00064,3.4985,4.3471,0.6504
12,val,0.52918,0.52918,0.00000,3.4648,4.5529,0.5509
13,train,0.28749,0.28749,0.00042,2.7344,3.3558,0.7981
13,val,0.49276,0.49276,0.00000,3.5530,4.3935,0.5818
14,train,0.41112,0.41112,0.00078,2.9366,4.0130,0.6633
14,val,0.48474,0.48474,0.00000,2.6414,4.3576,0.5886
15,train,0.36767,0.36766,0.00002,2.9552,3.7950,0.7215
15,val,0.51287,0.51287,0.00000,3.1613,4.4822,0.5647
16,train,0.31415,0.31415,0.00000,2.7239,3.5080,0.7724
16,val,0.54275,0.54275,0.00000,3.9896,4.6109,0.5394
17,train,0.24309,0.24309,0.00048,2.3563,3.0858,0.8218
17,val,0.49768,0.49768,0.00000,3.2807,4.4153,0.5776
18,train,0.16013,0.16013,0.00028,1.9777,2.5045,0.8712
18,val,0.47118,0.47118,0.00000,2.9366,4.2962,0.6001
19,train,0.24701,0.24700,0.00151,2.3005,3.1106,0.8350
19,val,0.61758,0.61758,0.00000,3.9936,4.9185,0.4758
20,train,0.19247,0.19247,0.00001,2.1145,2.7458,0.8490
