epoch,phase,total,main,murray,press,smooth,physio,mono,spread,mae,rmse,r2
1,train,4.15818,3.78491,0.00733,0.00075,0.04872,31.43094,0.00000,0.11537,7.0968,9.6313,-1.2753
1,val,2.75696,2.26275,0.01116,0.00001,0.07248,45.31478,0.00000,0.07830,8.1823,9.8795,-1.5499
2,train,3.84363,3.71249,0.01008,0.00031,0.05673,11.50184,0.00000,0.02887,8.8088,10.9694,-1.0039
2,val,0.99073,0.64038,0.00989,0.00001,0.07248,34.85812,0.00000,0.00000,4.6991,5.9001,0.0906
3,train,2.16274,2.03049,0.01929,0.00045,0.04984,12.91418,0.00000,0.00120,6.3778,7.5801,0.0431
3,val,0.97637,0.67619,0.03595,0.00000,0.07248,29.58025,0.00000,0.00000,4.6616,5.6111,0.1775
4,train,1.62112,1.56531,0.03047,0.00016,0.06010,4.99564,0.00000,0.00421,6.2179,7.6263,-0.1803
4,val,1.30189,1.03661,0.02506,0.00000,0.07248,26.19639,0.00000,0.00000,5.2322,6.1316,0.0178
5,train,1.68898,1.63740,0.02238,0.00001,0.04976,4.64669,0.00000,0.00453,5.7747,7.1741,-0.0078
5,val,1.03558,0.79662,0.01652,0.00000,0.07248,23.64781,0.00000,0.00000,4.3935,5.2732,0.2736
6,train,1.99270,1.85102,0.01017,0.00003,0.06702,13.01401,0.00000,0.01951,6.4748,7.6396,-0.4110
6,val,0.80954,0.58988,0.00717,0.00000,0.07248,21.80777,0.00000,0.00000,3.6060,4.6034,0.4464
7,train,1.07353,0.97221,0.00515,0.00002,0.05599,9.49793,0.00000,0.01004,4.5080,5.9965,0.2405
7,val,0.94700,0.73002,0.00607,0.00000,0.07248,21.52126,0.00000,0.00000,4.1901,5.1818,0.2985
8,train,0.72929,0.56993,0.00532,0.00025,0.06463,9.45074,0.00000,0.12622,3.4503,4.3338,0.6392
8,val,0.83499,0.61994,0.00352,0.00000,0.07248,21.34711,0.00000,0.00000,4.0963,5.2161,0.2892
9,train,0.94011,0.93079,0.00304,0.00001,0.05978,0.61777,0.00000,0.00279,3.4940,4.6100,0.6479
9,val,0.92232,0.70791,0.00298,0.00000,0.07248,21.22963,0.00000,0.00000,4.2371,5.2765,0.2727
10,train,0.74969,0.70667,0.00287,0.00013,0.06092,2.00770,0.00000,0.04063,3.0243,3.9680,0.7048
10,val,1.21062,0.99584,0.00561,0.00000,0.07248,21.15089,0.00000,0.00000,4.8717,6.0280,0.0507
11,train,1.03123,0.97344,0.00680,0.00002,0.05217,4.36781,0.00000,0.02018,3.9502,5.1739,0.5187
11,val,0.92173,0.70741,0.01225,0.00000,0.07248,21.07716,0.00000,0.00000,4.4268,5.3808,0.2436
12,train,0.86687,0.77527,0.01008,0.00012,0.04493,6.90604,0.00000,0.03862,3.6004,4.9795,0.4449
12,val,0.90418,0.69076,0.01238,0.00000,0.07248,20.97199,0.00000,0.00000,4.4386,5.6313,0.1716
13,train,0.92207,0.80796,0.00823,0.00002,0.05142,9.70077,0.00000,0.02702,4.2946,5.1913,0.4080
13,val,0.94569,0.73333,0.01134,0.00000,0.07248,20.83343,0.00000,0.00000,4.6470,5.9509,0.0749
14,train,0.80706,0.78675,0.01458,0.00001,0.07142,0.94714,0.00000,0.01104,3.0574,3.8033,0.7510
14,val,0.83188,0.62101,0.00675,0.00000,0.07248,20.72886,0.00000,0.00000,3.9198,5.0490,0.3340
15,train,0.74511,0.64977,0.00460,0.00024,0.05020,8.47521,0.00000,0.01392,3.4912,4.1184,0.6063
15,val,0.70078,0.49102,0.00789,0.00000,0.07248,20.61883,0.00000,0.00077,3.5205,4.2803,0.5214
16,train,0.85832,0.75288,0.00510,0.00012,0.05260,5.06077,0.00000,0.10364,3.2382,3.9172,0.6883
16,val,0.89595,0.66792,0.00886,0.00000,0.07248,20.52888,0.00000,0.03880,3.5061,4.3756,0.4998
17,train,1.18753,1.03534,0.00645,0.00001,0.07675,4.59618,0.00000,0.20518,3.5423,4.3726,0.6263
17,val,0.84167,0.63385,0.00727,0.00000,0.07248,20.44619,0.00000,0.00000,4.0277,5.2413,0.2823
18,train,0.61233,0.55322,0.00652,0.00012,0.05848,2.83875,0.00000,0.05540,3.3402,4.2571,0.5757
18,val,0.89922,0.69208,0.00781,0.00000,0.07248,20.37238,0.00000,0.00000,4.7000,6.0383,0.0475
19,train,0.95378,0.92031,0.00735,0.00023,0.04901,2.96096,0.00000,0.00000,4.2063,5.1670,0.5477
19,val,0.76299,0.55636,0.00755,0.00000,0.07248,20.31321,0.00000,0.00000,4.4219,5.7415,0.1388
20,train,0.55410,0.49425,0.01144,0.00001,0.05735,4.23499,0.00000,0.02409,2.8363,3.5091,0.7755
20,val,0.85091,0.64242,0.02182,0.00000,0.07248,20.23990,0.00000,0.00000,4.3767,5.7973,0.1220
21,train,0.63979,0.47880,0.02251,0.00013,0.06320,14.09686,0.00000,0.02517,2.4357,3.5773,0.7762
21,val,0.72680,0.51900,0.01277,0.00000,0.07248,20.09035,0.00000,0.00325,3.5900,5.0370,0.3372
22,train,0.40780,0.37004,0.01539,0.00001,0.05086,2.04292,0.00000,0.01858,2.6351,3.4150,0.7646
22,val,0.67490,0.47105,0.01001,0.00000,0.07248,19.89098,0.00000,0.00057,3.5631,4.7788,0.4034
23,train,0.54244,0.40087,0.00592,0.00002,0.05177,10.54116,0.00000,0.06212,2.9085,3.4180,0.6987
23,val,0.65671,0.45320,0.01188,0.00000,0.07248,19.72826,0.00000,0.00146,3.5617,4.7228,0.4173
24,train,0.62504,0.52073,0.00909,0.00024,0.06851,8.97934,0.00000,0.01327,2.9480,3.6979,0.7419
24,val,0.68003,0.47694,0.01543,0.00000,0.07248,19.59467,0.00000,0.00143,3.6743,4.7903,0.4005
25,train,0.54265,0.47480,0.00993,0.00011,0.04215,4.38395,0.00000,0.02841,2.9881,4.1430,0.7008
25,val,0.66983,0.46871,0.01255,0.00000,0.07248,19.44199,0.00000,0.00006,3.6881,4.9316,0.3646
26,train,0.47474,0.36501,0.01049,0.00032,0.05583,9.73976,0.00000,0.00409,3.0467,4.0120,0.6603
26,val,0.69428,0.49544,0.01027,0.00000,0.07248,19.26892,0.00000,0.00000,3.8603,5.0692,0.3287
27,train,0.48652,0.29904,0.00952,0.00003,0.04527,16.01680,0.00000,0.03501,2.1748,2.7183,0.8719
27,val,0.67203,0.47604,0.00940,0.00000,0.07248,19.07525,0.00000,0.00000,3.7694,4.9482,0.3603
28,train,0.66328,0.57622,0.01085,0.00001,0.06136,7.45319,0.00000,0.00263,3.3240,4.2970,0.6948
28,val,0.71524,0.51824,0.00771,0.00000,0.07248,18.90040,0.00000,0.00324,3.7439,4.8459,0.3865
29,train,0.43847,0.40262,0.00929,0.00011,0.05661,1.77164,0.00000,0.01980,2.1147,3.1162,0.8095
29,val,0.74382,0.54430,0.01058,0.00000,0.07248,18.78820,0.00000,0.00846,3.8444,4.9467,0.3608
30,train,0.28623,0.24369,0.01440,0.00011,0.05806,3.15172,0.00000,0.00009,2.0027,2.5706,0.8853
30,val,0.70493,0.50755,0.01610,0.00000,0.07248,18.72087,0.00000,0.00698,3.6589,4.8125,0.3950
31,train,0.44275,0.39836,0.02171,0.00001,0.06729,3.32792,0.00000,0.00217,3.0329,3.7272,0.7498
31,val,0.72317,0.52553,0.00936,0.00000,0.07248,18.67255,0.00000,0.00842,3.7010,4.8350,0.3893
32,train,0.68565,0.58795,0.01337,0.00001,0.05209,7.23270,0.00000,0.02649,2.8351,3.6565,0.7814
32,val,0.70265,0.50676,0.01013,0.00000,0.07248,18.60609,0.00000,0.00483,3.7326,4.8259,0.3916
33,train,0.31609,0.25765,0.01413,0.00002,0.05854,4.04119,0.00000,0.01270,2.0267,2.5066,0.8848
33,val,0.84054,0.63503,0.01316,0.00000,0.07248,18.54335,0.00000,0.02061,4.1054,5.0176,0.3423
34,train,0.64406,0.50773,0.01264,0.00002,0.06290,9.21381,0.00000,0.06666,2.7178,3.2297,0.8254
34,val,0.82203,0.62349,0.01403,0.00000,0.07248,18.46059,0.00000,0.00581,4.1504,5.2961,0.2672
35,train,0.37610,0.22598,0.01218,0.00003,0.06085,13.52813,0.00000,0.00039,1.9064,2.4972,0.9009
35,val,0.69901,0.50567,0.01920,0.00000,0.07248,18.29520,0.00000,0.00000,4.0313,5.0178,0.3422
36,train,0.43190,0.30878,0.01022,0.00011,0.07091,11.04114,0.00000,0.00961,2.5642,3.0911,0.7844
36,val,0.77827,0.58542,0.01291,0.00000,0.07248,18.12317,0.00000,0.00289,4.0687,5.0145,0.3431
37,train,0.46347,0.30917,0.00847,0.00020,0.04289,11.90418,0.00000,0.04552,2.2045,3.1560,0.7419
37,val,0.74989,0.55901,0.01350,0.00000,0.07248,17.97328,0.00000,0.00253,3.9081,4.7678,0.4061
38,train,0.36806,0.30423,0.01171,0.00011,0.04862,4.65784,0.00000,0.01439,2.3470,3.0346,0.8156
38,val,0.79040,0.60134,0.01200,0.00000,0.07248,17.84891,0.00000,0.00114,3.9585,4.9946,0.3483
39,train,0.54787,0.40106,0.01282,0.00002,0.06518,13.11485,0.00000,0.00174,2.2565,2.8334,0.8890
39,val,0.83092,0.64057,0.00967,0.00000,0.07248,17.74140,0.00000,0.00730,3.8517,4.9359,0.3635
40,train,0.31141,0.16472,0.01170,0.00019,0.04883,12.27742,0.00000,0.02109,1.7854,2.3311,0.8943
40,val,0.80922,0.62191,0.00923,0.00000,0.07248,17.57589,0.00000,0.00623,3.8029,4.7964,0.3990
41,train,0.34588,0.25902,0.00831,0.00002,0.04791,6.65302,0.00000,0.01819,2.0968,2.6400,0.8703
41,val,0.78144,0.59491,0.00855,0.00000,0.07248,17.41799,0.00000,0.00736,3.8475,4.7689,0.4059
42,train,0.41806,0.30166,0.00891,0.00028,0.06580,9.54348,0.00000,0.01620,2.4999,3.2405,0.7932
42,val,0.74702,0.56444,0.00892,0.00000,0.07248,17.26829,0.00000,0.00000,4.0322,4.9346,0.3639
43,train,0.30635,0.21123,0.01011,0.00020,0.05585,6.78530,0.00000,0.02116,1.7957,2.3955,0.8960
43,val,0.98688,0.78685,0.00590,0.00000,0.07248,17.15234,0.00000,0.03115,4.3781,5.3293,0.2580
44,train,0.27314,0.20949,0.00824,0.00001,0.05067,3.33597,0.00000,0.01430,1.9914,2.4001,0.9069
44,val,0.88012,0.67280,0.00926,0.00000,0.07248,17.07509,0.00000,0.05000,3.7917,4.7118,0.4200
45,train,0.32573,0.20266,0.01351,0.00001,0.04301,9.93466,0.00000,0.00368,1.5457,2.0476,0.9385
45,val,0.85249,0.65228,0.01212,0.00000,0.07248,16.97254,0.00000,0.03910,3.6911,4.5850,0.4508
46,train,0.27872,0.17544,0.01309,0.00010,0.05320,8.93581,0.00000,0.00117,1.6626,2.1614,0.9045
46,val,0.85692,0.65829,0.01115,0.00000,0.07248,16.81296,0.00000,0.04002,3.6457,4.5814,0.4517
47,train,0.27162,0.16228,0.00916,0.00010,0.06367,8.74210,0.00000,0.01368,1.6709,2.1593,0.9135
47,val,0.85854,0.66689,0.00821,0.00000,0.07248,16.65993,0.00000,0.02933,3.8464,4.8121,0.3950
48,train,0.38117,0.29865,0.00809,0.00002,0.06487,4.32629,0.00000,0.04806,2.1252,2.6298,0.8860
48,val,0.77559,0.59148,0.00633,0.00000,0.07248,16.54593,0.00000,0.01885,3.6801,4.6998,0.4230
49,train,0.47977,0.39705,0.00667,0.00011,0.05959,5.41156,0.00000,0.01922,2.4065,3.0058,0.8498
49,val,0.73739,0.56306,0.00791,0.00000,0.07248,16.42784,0.00000,0.00355,3.6637,4.7193,0.4182
50,train,0.28177,0.21758,0.00699,0.00002,0.04727,4.46053,0.00000,0.00186,2.1638,2.7780,0.8558
50,val,0.79641,0.61381,0.00752,0.00000,0.07248,16.33332,0.00000,0.02082,3.6489,4.6077,0.4454
51,train,0.34306,0.26641,0.00763,0.00001,0.06400,5.77377,0.00000,0.00308,1.7944,2.2818,0.9189
51,val,0.84264,0.65633,0.00890,0.00000,0.07248,16.26109,0.00000,0.02877,3.6906,4.6479,0.4356
52,train,0.21818,0.13545,0.00982,0.00018,0.05557,5.90854,0.00000,0.02025,1.5853,2.0599,0.9051
52,val,0.83545,0.64886,0.01101,0.00000,0.07248,16.17698,0.00000,0.03118,3.7212,4.6137,0.4439
53,train,0.25631,0.17568,0.01011,0.00001,0.05292,4.74699,0.00000,0.01257,1.6779,2.2536,0.9018
53,val,0.79681,0.62024,0.01269,0.00000,0.07248,16.11146,0.00000,0.00978,3.8462,4.8763,0.3788
54,train,0.22850,0.15511,0.01103,0.00017,0.05654,5.31476,0.00000,0.00000,1.6714,2.1327,0.9181
54,val,0.78906,0.61732,0.01425,0.00000,0.07248,16.02660,0.00000,0.00271,3.8350,4.8511,0.3852
55,train,0.26057,0.20020,0.01629,0.00011,0.04689,4.40584,0.00000,0.00000,1.6421,2.0598,0.9260
55,val,0.82431,0.64495,0.01034,0.00000,0.07248,15.95854,0.00000,0.02389,3.5640,4.4098,0.4920
56,train,0.24081,0.16480,0.01130,0.00001,0.04522,4.03356,0.00000,0.03682,1.8145,2.5007,0.8945
56,val,0.75686,0.57940,0.00805,0.00000,0.07248,15.85160,0.00000,0.02480,3.3286,4.0240,0.5770
57,train,0.35094,0.27041,0.00944,0.00017,0.05236,4.78359,0.00000,0.03350,1.7613,2.3397,0.9097
57,val,0.79139,0.61625,0.00499,0.00000,0.07248,15.75914,0.00000,0.02005,3.4485,4.2813,0.5212
58,train,0.30364,0.25521,0.00466,0.00008,0.05629,3.19320,0.00000,0.00367,2.2518,3.0057,0.8110
58,val,0.77465,0.60152,0.00514,0.00000,0.07248,15.68769,0.00000,0.01465,3.5269,4.4390,0.4852
59,train,0.22450,0.18459,0.00897,0.00001,0.05653,0.83077,0.00000,0.02934,1.9210,2.7985,0.8180
59,val,0.80054,0.62164,0.00421,0.00000,0.07248,15.64563,0.00000,0.02487,3.7187,4.6707,0.4301
60,train,0.14272,0.06292,0.00665,0.00025,0.05448,5.89053,0.00000,0.00451,0.9446,1.2993,0.9655
60,val,0.76125,0.58488,0.00544,0.00000,0.07248,15.56227,0.00000,0.01986,3.7174,4.7185,0.4184
61,train,0.30827,0.20455,0.01359,0.00010,0.05631,7.50743,0.00000,0.01378,1.8780,2.2743,0.8944
61,val,0.83305,0.65285,0.00443,0.00000,0.07248,15.45200,0.00000,0.02624,3.9778,5.0074,0.3450
62,train,0.24281,0.15426,0.00826,0.00009,0.04983,6.68858,0.00000,0.01115,1.5125,1.9060,0.9350
62,val,0.74563,0.58037,0.00410,0.00000,0.07248,15.34673,0.00000,0.00289,3.8821,4.8966,0.3736
63,train,0.27565,0.17381,0.00715,0.00001,0.05788,8.53317,0.00000,0.00000,1.9423,2.4230,0.8861
63,val,0.74449,0.58069,0.00493,0.00000,0.07248,15.23499,0.00000,0.00346,3.8122,4.7917,0.4002
64,train,0.20969,0.12982,0.00641,0.00017,0.05393,6.43142,0.00000,0.00252,1.5349,1.9992,0.9178
