epoch,phase,total,main,shunt,mae,rmse,r2
1,train,3.06762,3.06762,0.03839,9.1699,10.9620,-1.6930
1,val,1.57586,1.57586,0.00001,6.2717,7.8568,-0.3375
2,train,1.15829,1.15829,0.03064,5.2504,6.7359,-0.1637
2,val,1.10917,1.10917,0.00001,5.6264,6.5915,0.0586
3,train,1.36408,1.36408,0.05446,6.3419,7.3098,-0.0148
3,val,0.91946,0.91946,0.00001,5.0960,6.0014,0.2196
4,train,0.91722,0.91722,0.05075,5.0820,5.9941,0.2138
4,val,0.67143,0.67143,0.00001,4.0881,5.1285,0.4301
5,train,0.76079,0.76079,0.02552,4.5599,5.4591,0.2228
5,val,0.66226,0.66226,0.00001,3.2854,5.0933,0.4379
6,train,0.63538,0.63538,0.00852,4.1374,4.9889,0.4601
6,val,0.57446,0.57446,0.00001,3.5053,4.7437,0.5124
7,train,0.43641,0.43641,0.03954,3.4216,4.1346,0.6866
7,val,0.52749,0.52749,0.00001,2.9806,4.5456,0.5523
8,train,0.53761,0.53761,0.10910,3.6895,4.5891,0.5477
8,val,0.51310,0.51310,0.00001,3.4613,4.4832,0.5645
9,train,0.55896,0.55896,0.05216,3.6514,4.6793,0.6079
9,val,0.37448,0.37448,0.00001,2.8662,3.8301,0.6822
10,train,0.45964,0.45964,0.06837,3.4539,4.2432,0.6428
10,val,0.50042,0.50042,0.00001,3.1984,4.4275,0.5753
11,train,0.38055,0.38055,0.01083,2.9548,3.8610,0.6761
11,val,0.38065,0.38065,0.00001,2.7928,3.8615,0.6769
12,train,0.28476,0.28476,0.10143,2.4529,3.3398,0.7904
12,val,0.46790,0.46790,0.00001,3.4226,4.2812,0.6029
13,train,0.24942,0.24942,0.13401,2.6496,3.1258,0.8343
13,val,0.65690,0.65690,0.00002,4.2468,5.0727,0.4425
14,train,0.24157,0.24157,0.03222,2.3485,3.0762,0.7767
14,val,0.48670,0.48670,0.00004,3.3292,4.3663,0.5869
15,train,0.32699,0.32699,0.07598,2.9245,3.5789,0.7257
15,val,0.77668,0.77668,0.00009,4.2475,5.5158,0.3408
16,train,0.25711,0.25711,0.07780,2.4780,3.1736,0.8049
16,val,0.60391,0.60391,0.00024,3.8841,4.8638,0.4874
17,train,0.30586,0.30586,0.12276,2.8003,3.4614,0.7361
17,val,0.54039,0.54039,0.00016,3.3809,4.6009,0.5414
18,train,0.19617,0.19617,0.10455,2.3247,2.7721,0.8565
18,val,0.62501,0.62501,0.00010,3.9342,4.9480,0.4695
19,train,0.13783,0.13783,0.07702,1.8401,2.3236,0.8975
19,val,0.66253,0.66253,0.00017,4.0115,5.0944,0.4377
20,train,0.16630,0.16630,0.05129,2.0167,2.5523,0.8817
20,val,0.79688,0.79688,0.00021,4.4326,5.5871,0.3237
21,train,0.12611,0.12611,0.15489,1.9100,2.2226,0.9084
21,val,0.76209,0.76209,0.00053,4.2465,5.4638,0.3532
22,train,0.17648,0.17648,0.21689,1.9863,2.6293,0.8620
22,val,0.64611,0.64611,0.00080,3.8551,5.0309,0.4516
23,train,0.19286,0.19286,0.11113,1.8811,2.7486,0.8343
23,val,0.62352,0.62352,0.00087,3.6425,4.9421,0.4708
24,train,0.21194,0.21194,0.13071,2.1969,2.8813,0.8296
24,val,0.61854,0.61854,0.00061,3.7510,4.9224,0.4750
25,train,0.14023,0.14023,0.11295,1.7851,2.3437,0.8967
25,val,0.82155,0.82155,0.00021,4.6831,5.6729,0.3027
26,train,0.17043,0.17043,0.13110,2.0472,2.5838,0.8754
26,val,0.88300,0.88300,0.00028,4.9286,5.8812,0.2506
27,train,0.12014,0.12014,0.15125,1.5994,2.1694,0.9112
27,val,0.92735,0.92735,0.00037,4.8748,6.0271,0.2129
28,train,0.17333,0.17333,0.13581,1.9662,2.6057,0.8450
28,val,0.83601,0.83601,0.00082,4.5272,5.7226,0.2904
29,train,0.11830,0.11830,0.20474,1.7635,2.1527,0.9229
29,val,0.88507,0.88507,0.00035,4.7255,5.8881,0.2488
30,train,0.12798,0.12798,0.14479,1.6146,2.2390,0.8923
30,val,0.75761,0.75761,0.00022,4.4085,5.4477,0.3570
31,train,0.09516,0.09516,0.11415,1.4711,1.9307,0.9270
31,val,0.86535,0.86535,0.00014,4.7276,5.8222,0.2655
32,train,0.10574,0.10574,0.12822,1.6335,2.0352,0.9193
32,val,0.97158,0.97158,0.00009,5.0369,6.1692,0.1754
33,train,0.08160,0.08160,0.09524,1.4294,1.7878,0.9389
33,val,0.93192,0.93192,0.00009,5.0340,6.0420,0.2091
34,train,0.10197,0.10197,0.16471,1.6549,1.9986,0.9125
34,val,1.09038,1.09038,0.00012,5.2716,6.5355,0.0746
35,train,0.11270,0.11270,0.17251,1.6615,2.1011,0.9118
35,val,0.79423,0.79423,0.00040,4.1861,5.5778,0.3259
36,train,0.11960,0.11960,0.24657,1.6143,2.1644,0.9032
36,val,0.93978,0.93978,0.00040,4.8808,6.0674,0.2024
37,train,0.08565,0.08565,0.12273,1.4720,1.8317,0.9281
37,val,0.86858,0.86858,0.00045,4.7169,5.8330,0.2628
38,train,0.09923,0.09923,0.15502,1.5340,1.9716,0.9235
38,val,0.92361,0.92361,0.00067,4.7644,6.0150,0.2161
39,train,0.07491,0.07491,0.16210,1.3418,1.7131,0.9516
39,val,1.16581,1.16581,0.00043,5.5096,6.7578,0.0105
40,train,0.10307,0.10307,0.13275,1.6403,2.0094,0.9210
40,val,0.84175,0.84175,0.00063,4.4206,5.7422,0.2856
41,train,0.09278,0.09278,0.12780,1.4426,1.9064,0.9278
41,val,0.84832,0.84832,0.00028,4.5553,5.7646,0.2800
42,train,0.04764,0.04764,0.15109,1.0839,1.3661,0.9680
42,val,0.94745,0.94745,0.00031,4.9532,6.0921,0.1959
43,train,0.07357,0.07357,0.20703,1.3203,1.6976,0.9431
43,val,1.04855,1.04855,0.00026,5.2106,6.4089,0.1101
44,train,0.05865,0.05865,0.15154,1.1408,1.5158,0.9556
44,val,0.98131,0.98131,0.00037,4.9642,6.2000,0.1671
45,train,0.06814,0.06814,0.07049,1.2643,1.6337,0.9458
45,val,1.09189,1.09189,0.00025,5.3214,6.5400,0.0733
46,train,0.05352,0.05352,0.12790,1.1409,1.4480,0.9557
46,val,1.11170,1.11170,0.00021,5.4546,6.5991,0.0565
47,train,0.09305,0.09305,0.17449,1.4738,1.9092,0.9290
47,val,0.89189,0.89189,0.00032,4.7594,5.9108,0.2430
48,train,0.07652,0.07652,0.11604,1.4000,1.7313,0.9419
48,val,0.86257,0.86257,0.00025,4.6438,5.8128,0.2679
49,train,0.04380,0.04380,0.15370,1.0612,1.3098,0.9684
49,val,0.84493,0.84493,0.00036,4.6393,5.7531,0.2829
50,train,0.05469,0.05469,0.14518,1.1515,1.4637,0.9442
50,val,0.91073,0.91073,0.00043,4.7827,5.9729,0.2270
51,train,0.08335,0.08335,0.28555,1.4576,1.8069,0.9458
51,val,0.96971,0.96971,0.00044,5.0129,6.1632,0.1770
